                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36           37           38           39           40           41           42           43           44           45           46           47           48           49           50           51           52           53           54           55           56           57           58           59           60           61           62           63           64           65           66           67           68           69           70           71           72           73           74           75           76           77           78           79           80           81           82           83           84           85           86           87           88
196610        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       20.271       18.625       20.492       18.497       21.049       18.711       23.019       20.852       19.947       22.118       20.448     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       19.274       19.343       19.010       17.073       72.728     4892.743     4991.305     4644.068     3486.183    17573.844      100.000       80.000     5116.645       15.932        3.952       17.268        3.270      131.500    27682.613     2378.737     3097.754      111.463       -7.516        3.353        0.070       -0.336       -0.695        0.105        0.101        0.508     -999.000        0.413        0.456     -999.000        6.206        6.341        9.110        1.867       10.324       10.446       30.000        1.000        0.000
196611        0.506        0.000        0.000        0.000        0.506        0.000        0.000        0.000        0.000        0.000        0.506        5.659        0.000        0.000        0.000        5.659        0.000        0.000        0.000        0.000        0.000        5.659       20.680       13.882       15.042       17.650       20.680       15.280       16.635       13.576       19.585       16.023       20.680       22.508     -999.000     -999.000     -999.000       22.508     -999.000     -999.000     -999.000     -999.000     -999.000       22.508      136.034       18.749       18.584       16.551       14.362       66.608     5985.931     4261.216     5066.357     2820.186    17658.307      275.000       72.500     5014.833       13.906        5.774       16.431        6.184      133.000    26248.400     2287.163     2854.730      108.505        5.757      -16.951       -0.052       -0.443       -0.279        0.126        0.184       -0.696     -999.000        0.225        0.365     -999.000        2.634        4.486       10.929        1.175       10.201       13.719       29.000        1.000        0.000
196612        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       16.643       14.075       14.722       15.241       17.846       18.960       15.419     -999.000       17.065       15.419       18.430     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       19.861       20.040       18.417       17.122       73.673     4322.582     5489.194     4939.425     3124.170    17445.715      267.500       82.500     4965.032        4.843        7.243        2.090        5.921      140.000    25867.422     2135.757     2630.469       76.783       -7.519      -12.110        0.151       -0.191       -0.806       -0.543     -999.000       -0.389       -0.456        0.505        1.045     -999.000        2.551        4.237       14.053        0.527       10.699       12.766       31.000        0.000        0.000
196701        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       15.969       12.821       14.682       15.028       17.424       20.530       18.628       14.538       16.575       17.116       18.171     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       19.022       19.821       19.605       17.081       73.557     6358.278     5955.250     5192.245     3109.458    20066.207      100.000       77.500     4901.936       13.610        4.215       14.677        3.154      146.000    25457.938     2041.544     2502.201       70.231       -0.758      -30.661       -0.295       -0.353       -0.160        0.226       -0.097        0.223       -0.133        0.346        0.029     -999.000        0.489        3.167       24.278        1.166       13.476       14.361       24.000        7.000        0.000
196702        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       14.614       12.459       14.600       13.898       14.525       14.991       16.591       20.847       13.082       17.098       15.020     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       19.077       19.878       18.696       75.883     6780.407     6355.963     7856.123     4100.560    24433.051      287.500       65.000     4882.821       10.054        2.844       10.347        2.871      147.000    25658.715     2052.147     2519.842       69.193       13.130      -13.996        0.532       -0.270       -0.258       -0.152       -0.045        0.348        0.462        0.973        0.242     -999.000        0.402        2.709       18.017        2.261       11.509       11.265       17.000       11.000        0.000
196703        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       13.873       12.462       13.979       11.316       15.390       13.659       16.255     -999.000       13.700       16.255       14.684     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       19.767       18.037       19.667       17.518       72.907     5086.330     4508.516     6316.551     4193.624    19529.004      260.000       77.500     4974.548       12.908        3.879       10.638        3.557      146.500    25996.064     2088.864     2645.792       56.761       22.738       -1.430        0.423       -0.631       -0.315       -0.297        0.156       -0.097     -999.000        0.124       -0.040     -999.000        2.337        4.108       12.826        0.610        9.106       10.343       30.000        1.000        0.000
196704        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       15.417       13.829       15.589       14.350       17.685       13.546       20.497       10.299       14.349       18.398       15.691     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       16.548       17.078       17.976       12.236       62.267     3472.822     3269.560     4106.378     2172.767    12685.711      117.500       85.000     5034.800       11.169        3.489       12.290        3.971      156.500    26980.967     2261.087     2903.801       92.131       16.127       -7.492        0.218       -0.885       -0.903        0.364       -0.234       -0.455     -999.000        0.910       -0.507     -999.000        3.503        5.261        9.917       -0.006        8.516       10.378       24.000        6.000        0.000
196705        2.116        1.533        2.553        0.000        0.000        0.000        1.019        0.000        0.000        1.019        0.000       25.623       20.657       31.970        0.000        0.000        0.000       11.314        0.000        0.000       11.314        0.000       19.344       19.033       19.356       18.266       14.783       15.174       19.771       15.044       14.849       19.771       15.619       21.603       21.573       21.754     -999.000     -999.000     -999.000       21.986     -999.000     -999.000       21.986     -999.000        0.000       15.402       17.787       18.277       13.896       63.781     2722.919     2234.871     2870.045     1888.616     9484.980      227.500       77.500     5237.936       11.019        4.711       12.865        5.125      136.500    27771.969     2355.237     3107.315       86.236        6.777      -13.223       -0.002       -0.156        0.208       -0.273        0.665        0.120     -999.000        0.296        0.493     -999.000        2.562        5.298        7.463        2.165        9.382       13.026       31.000        0.000        0.000
196706        7.074        6.071        7.437        0.000        0.351        0.000        0.487        0.587        0.000        1.659        0.351      124.281      121.141      138.384        0.000        3.916        0.000        5.791        7.521        0.000       21.757        3.916       23.110       23.496       23.039       27.516       19.203       21.376       26.284       18.581       13.930       21.831       25.000       26.308       27.727       26.661     -999.000     -999.000     -999.000       28.328       20.891     -999.000       24.328       25.497      170.914       17.651       17.995       15.700       14.403       64.030     2108.103     2267.086     3015.325     2126.035     9265.216      287.500       70.000     5343.333        7.213        1.936        6.089        2.167      141.000    27877.965     2446.166     3270.142       62.008        3.283       -3.695        0.573        0.244       -0.471       -0.070       -0.244        0.829     -999.000       -0.151        0.548     -999.000        2.010        4.785        6.847        3.928        9.587       12.603       28.000        2.000        0.000
196707       31.045        8.501       29.273        0.000        0.000        2.488       11.045        8.426        0.000       21.325        2.488      939.595      292.997      913.923        0.000        0.000       56.361      326.358      252.658        0.000      637.880       56.361       30.417       28.904       29.943       30.854       27.847       33.204       29.976       31.304       24.815       30.361       33.204       37.215       35.265       37.180     -999.000     -999.000       37.418       37.077       39.830     -999.000       38.060       37.418        0.000       17.929       14.744       15.375       14.237       60.521     1300.994     2146.513     2310.838     1896.962     7440.759      237.500       82.500     5345.968        5.851        3.287        3.374        2.635      109.000    28507.516     2506.568     3381.912       48.349        7.262       -2.757        0.324       -0.590       -0.325        0.473       -0.193        0.406     -999.000       -0.239       -0.295     -999.000        0.185        3.278        7.987        3.205       10.770       14.022       31.000        0.000        0.000
196708       30.341        6.739       26.395        0.000        0.785        3.730       10.441        8.051        0.261       20.072        4.515      794.069      209.062      731.418        0.000       10.934       71.741      252.269      232.565        3.569      535.122       82.675       31.334       30.086       30.732       29.689       32.582       32.909       31.084       31.044       32.638       30.893       32.818       37.215       35.518       37.410     -999.000       34.838       36.963       37.108       40.149       34.538       38.127       36.373      116.000       17.939       17.174       14.517       14.073       62.159     2215.374     2819.408     2865.374     1839.728     9507.421      200.000       82.500     5366.548        7.243        3.696        7.155        3.235      156.000    28307.162     2515.952     3404.065       42.666       -4.851        5.426        0.372       -0.236       -0.631        0.465        0.807        0.211     -999.000       -0.565        0.623        0.756        0.329        3.595        6.976        2.003       11.187       12.563       31.000        0.000        0.000
196709        6.680        4.299        4.512        0.000        1.584        1.084        0.000        0.072        0.000        0.355        2.869      107.881       74.857       77.235        0.000       28.166       13.052        0.000        0.763        0.000        4.287       44.618       27.612       24.420       24.236       26.299       23.751       29.291       23.271       22.500       22.123       23.035       30.706       30.712       28.966       28.401     -999.000     -999.000       31.191     -999.000       23.185     -999.000       24.737       33.078      160.033       19.219       18.721       14.446       15.867       66.484     3599.025     4119.433     3345.517     2443.293    13174.324      285.000       75.000     5202.967       10.475        2.513       12.043        1.579      127.000    27952.500     2504.316     3327.178       77.105       -8.213       -7.716        0.466        0.031       -0.431       -0.120        0.419        0.333     -999.000       -0.084        0.580       -0.023       -0.496        3.329       -0.685        3.490       10.665       11.828       30.000        0.000        0.000
196710        3.117        0.000        0.000        0.000        2.910        0.069        0.000        0.000        0.000        0.000        3.117       61.803        0.000        0.000        0.000       58.787        0.813        0.000        0.000        0.000        0.000       61.803       27.654       17.910       19.749       18.322       22.833     -999.000       19.199       25.317       20.473       21.280       27.654       30.739     -999.000     -999.000     -999.000     -999.000       28.084     -999.000     -999.000     -999.000     -999.000       30.739      150.490       19.493       19.986       18.367       15.495       71.316     4483.519     5759.399     4738.276     4272.860    18736.025      117.500       87.500     5059.387       14.887        2.915       12.037        2.605      141.500    27230.453     2366.213     3072.606       97.245        3.471       -4.725        0.567        0.117       -0.342        0.254       -0.262        0.396     -999.000        0.713       -0.339     -999.000       -2.259        2.775        8.718        0.143        9.849        9.580       31.000        0.000        0.000
196711        0.281        0.000        0.000        0.000        0.281        0.000        0.000        0.000        0.000        0.000        0.281        2.967        0.000        0.000        0.000        2.967        0.000        0.000        0.000        0.000        0.000        2.967     -999.000       14.599       16.295       14.295     -999.000       20.131       19.113       15.969       18.063       17.730     -999.000       25.109     -999.000     -999.000     -999.000       25.109     -999.000     -999.000     -999.000     -999.000     -999.000       25.109      132.645       17.624       18.541       18.216       14.570       67.401     4852.625     5575.058     5661.129     2751.129    18374.547      275.000       75.000     4976.367       10.007        5.699        9.610        6.739      153.500    26384.199     2129.730     2685.386       84.063        4.254      -17.279        0.417       -0.098       -0.419        0.087       -0.092       -0.486     -999.000        0.567        0.457     -999.000       -3.252        2.096       16.710       -0.472       10.002       11.919       24.000        6.000        0.000
196712        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       14.571       13.432       14.248       12.457       15.030       13.906       18.384       11.077       12.801       14.953       16.113     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       18.833       19.074       19.099       16.744       71.809     5266.489     5055.201     4663.192     4258.009    18747.129       50.000       75.000     5052.871       12.690        6.175       10.555        6.020      131.000    25964.645     2119.579     2626.607       79.538        0.556      -15.601       -0.300       -0.474       -0.793       -0.401     -999.000       -0.198       -0.400        0.025       -0.043     -999.000       -5.011        1.230       16.606       -2.211        6.636       12.390       26.000        5.000        0.000
196801        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       14.049       12.735       13.674       12.179       14.830     -999.000       16.399     -999.000       13.274       16.399       15.109     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       18.796       19.129       17.161       73.368     4865.967     3944.178     5204.786     4137.707    17660.084      305.000       80.000     5033.968        7.915        4.134        4.862        3.841      144.000    25770.742     1945.844     2389.040       37.867        5.928      -16.748       -0.217       -0.433       -0.885       -0.794        0.164       -0.046       -0.227       -0.262       -0.010     -999.000       -7.028       -0.576       18.983        0.803       11.916       16.866       23.000        8.000        0.000
196802        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       12.305       11.336       12.276       10.133       12.103       12.817       12.583       12.666       10.375       12.694       12.704     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       19.470       19.465       20.205       77.421     5056.631     5485.594     5586.366     4155.701    19819.383      285.000       80.000     5014.552        7.795        2.772        4.820        2.394      165.500    26013.000     1931.327     2353.070       41.630      -36.831      -18.553       -0.354        0.263       -0.167       -0.943       -0.119       -0.270       -0.307        0.288        0.163     -999.000       -5.772        0.061       15.262        0.372       10.334       14.040       24.000        5.000        0.000
196803        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       14.189       14.492       14.144       13.123       14.151       14.434       15.255       11.874       12.863       13.746       14.744     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       19.712       20.150       18.865       17.633       74.382     5671.768     4987.181     5071.132     4488.428    19698.125       57.500       77.500     4956.807       15.404        1.893       14.528        1.797      138.000    26346.422     2134.226     2698.002       69.165        9.908       -2.979        0.103        0.043       -0.109       -0.171       -0.003        0.256     -999.000        0.327       -0.451     -999.000       -4.110        1.775       13.940        3.632       12.637       14.650       21.000       10.000        0.000
196804        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       13.877       13.331       14.074       15.190       13.557       11.823       17.191       11.922       12.266       14.769       13.293     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       17.929       18.424       17.919       15.096       67.445     3392.910     3831.429     3264.952     2348.083    12503.552       77.500       75.000     5095.433       14.217        4.094       14.867        3.329      150.500    27093.832     2319.636     3004.150      102.077        6.251       -8.298       -0.264       -0.342       -0.046       -0.081       -0.488        0.041     -999.000       -0.006       -0.055     -999.000       -3.449        2.459       11.036        0.229        7.039       10.508       30.000        0.000        0.000
196805        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       16.051       16.683       16.967       16.755       14.262       15.090       18.341       15.641       13.213       17.163       15.117     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       16.603       20.205       19.550       14.076       68.696     2937.112     2554.714     2630.522     1941.240     9831.443       92.500       80.000     5224.839       12.387        2.812       12.798        3.626      133.000    27669.965     2357.088     3098.497       88.656       -3.144      -21.620       -0.172        0.050       -0.009       -0.154        0.413        0.208     -999.000        0.412        0.297     -999.000       -3.451        2.006        6.705        2.247        7.947       10.574       31.000        0.000        0.000
196806       18.012        6.599       11.912        0.000        3.511        3.020        2.453        2.076        0.000        5.605        6.815      295.007      132.044      210.325        0.000       46.300       51.382       38.757       27.876        0.000       83.136      101.411       24.282       22.794       23.646       27.162       23.120       27.706       25.829       23.787       15.637       24.457       24.864       27.324       27.655       27.274     -999.000       25.567       30.720       30.488       24.118     -999.000       26.777       27.450      133.051       17.523       19.931       18.260       13.980       67.720     2503.935     2820.196     2946.444     2230.923    10222.899       75.000       75.000     5314.533        9.933        4.093       10.710        4.151      169.500    28012.066     2472.202     3321.012       74.444        3.096        2.973        0.274        0.324       -0.172       -0.201       -0.301        0.590     -999.000        0.221        0.408     -999.000       -3.472        1.379        4.985        4.760        8.845       12.267       29.000        1.000        0.000
196807       35.336        8.727       29.767        0.000        3.197        2.820       12.108        7.753        0.000       21.529        6.342     1008.302      291.687      905.882        0.000       84.709       46.129      357.953      218.109        0.000      630.578      140.404       30.633       29.492       29.995       32.468       23.102       32.295       31.629       28.312       19.529       30.115       32.015       36.803       35.742       37.332     -999.000     -999.000       35.240       39.335       36.476     -999.000       38.006       35.632      156.512       15.633       18.283       15.514       15.867       63.576     1754.531     1878.189     2390.451     1784.336     7603.787      275.000       67.500     5404.323        7.828        3.357        7.348        4.216      147.000    28214.582     2513.872     3393.506       67.193       -7.781       11.951       -0.359       -0.423       -0.579        0.617        0.630        0.759     -999.000       -0.194        0.355     -999.000       -2.970        0.609        7.600        4.102       10.354       13.427       31.000        0.000        0.000
196808       32.722       11.211       31.952        0.000        1.875        0.000       11.694        7.929        0.000       21.165        1.875      908.142      320.782      924.247        0.000       24.189        0.000      345.987      223.355        0.000      616.168       24.189       28.654       26.973       28.287       27.284       30.398       29.057       31.650       25.724       26.649       29.140       30.202       34.598       32.540       35.222     -999.000       32.029     -999.000       38.213       36.179     -999.000       37.169       32.141      140.346       18.181       18.312       17.224       15.859       67.860     2145.634     2207.455     2895.755     1884.119     8913.301       40.000       82.500     5417.419        7.510        1.817        8.109        2.222      168.500    28274.324     2507.737     3377.695       59.071       -8.199       -7.151       -0.285        0.437       -0.760        0.461        0.678        0.298     -999.000       -0.059        0.477       -0.126       -2.425        0.727        2.650        2.996        9.900       12.117       29.000        2.000        0.000
196809       14.164        7.322       14.995        0.000        0.000        0.000        2.275        4.625        0.000        8.088        0.000      274.657      164.024      295.781        0.000        0.000        0.000       38.878       77.506        0.000      141.571        0.000       25.245       26.272       25.357       24.972       27.683       29.427       23.127       25.077       25.247       24.563       28.961       30.237       30.948       30.382     -999.000     -999.000     -999.000       27.787       30.912     -999.000       30.017     -999.000        0.000       18.915       17.727       16.114       16.684       67.623     3432.535     3441.879     2641.254     2419.329    11618.344      187.500       80.000     5290.500       10.501        2.695       11.589        2.633      117.000    27919.834     2525.890     3351.249       84.848       -2.395      -32.829       -0.336       -0.270       -0.170       -0.307        0.016        0.243     -999.000       -0.324        0.515       -0.225       -2.271        0.463        2.827        2.825        9.582        9.724       30.000        0.000        0.000
196810        0.406        0.000        0.000        0.000        0.406        0.000        0.000        0.000        0.000        0.000        0.406        4.881        0.000        0.000        0.000        4.881        0.000        0.000        0.000        0.000        0.000        4.881       29.272       17.499       19.299       16.306       21.093       19.557       22.713       18.243       18.002       20.803       29.272       30.687     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000       30.687      164.388       19.986       20.259       20.259       16.675       75.045     4995.509     6047.522     3959.974     3867.294    18335.707      122.500       80.000     5111.839       15.972        2.944       14.626        2.849      146.500    27134.807     2367.195     3067.812      104.759      -10.621      -27.905       -0.214       -0.116       -0.453        0.329       -0.109        0.581     -999.000        0.288       -0.001     -999.000       -3.451       -0.098        8.084        2.355        9.042       10.323       31.000        0.000        0.000
196811        0.437        0.000        0.000        0.000        0.437        0.000        0.000        0.000        0.000        0.000        0.437        5.014        0.000        0.000        0.000        5.014        0.000        0.000        0.000        0.000        0.000        5.014       20.000       14.357       16.234       13.367       18.091       18.701       17.539       18.613       16.962       17.804       20.000       20.992     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000       20.992      163.295       19.393       20.040       20.150       14.432       71.988     6430.209     6011.042     5266.663     2517.443    19717.166       92.500       67.500     4988.300       17.011        7.075       21.092        5.837      166.000    26609.969     2286.642     2890.523      110.797      -24.722      -26.238       -0.341        0.206       -0.116       -0.184       -0.027        0.440     -999.000       -0.068        0.471     -999.000       -4.640       -0.491       13.419       -1.320        8.193       12.232       18.000       12.000        0.000
196812        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       14.224       13.169       14.198       13.036       16.178       12.618       16.281       13.488       15.640       15.038       14.471     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       20.259       20.040       19.236       77.660     6954.792     5107.170     5296.173     3371.238    20168.871      120.000       80.000     4963.000       12.348        3.987       15.053        4.339      136.500    26070.936     2116.742     2594.803       81.027        1.521      -14.407       -0.446       -0.672       -0.300        0.093     -999.000       -0.017       -0.488        0.453        0.273     -999.000       -4.656       -0.581       14.303       -1.783        9.210       14.810       19.000       12.000        0.000
196901        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       13.642       10.935       10.938       10.444       16.123     -999.000       12.682       10.630       13.209       10.943       16.249     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       18.569       20.259       18.402       75.300     6358.887     4366.148     4107.805     2384.143    16694.584      145.000       55.000     5009.419        7.396        3.911        7.078        4.040      141.500    25509.098     1961.806     2346.922       42.565       -7.170      -33.364       -0.772       -0.725       -0.892       -0.614        0.493       -0.321       -0.391       -0.752        0.930     -999.000       -4.937       -1.543        8.471       -3.023        6.903       12.995       28.000        3.000        0.000
196902        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000       13.433       13.364       13.086       12.287       15.199       11.468       13.331       10.760       13.995       12.740       14.517     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000     -999.000        0.000       20.259       20.259       19.470       19.789       77.745     7030.586     6456.894     4214.782     3512.861    20701.102      120.000       60.000     5017.571        7.042        5.442        8.043        6.368      135.000    25613.607     2052.720     2446.461      103.300      -22.158      -18.912       -0.750       -0.266       -0.272        0.109       -0.485       -0.730       -0.745       -0.345        0.607     -999.000       -3.851       -1.321       10.387       -3.175        5.077       10.559       28.000        0.000        0.000
196903        4.933        0.000        2.318        0.000        2.615        0.000        1.793        0.301        0.000        2.318        2.615       64.121        0.000       31.285        0.000       32.835        0.000       25.063        3.400        0.000       31.285       32.835       15.615       13.766       15.619       11.748       15.212       11.571       15.797       14.941       12.902       15.619       15.610       17.805     -999.000       17.902     -999.000       17.247     -999.000       18.246       16.368     -999.000       17.902       17.728      130.473       19.657       18.987       19.829       20.259       76.650     6159.467     4893.315     5156.340     3609.121    19309.631      285.000       75.000     5010.419       12.421        3.203       14.403        1.950      141.000    25980.066     2265.634     2875.290      106.265      -13.624      -12.368       -0.505        0.092        0.140        0.192        0.037        0.348     -999.000        0.169        0.103     -999.000       -1.794        0.057        7.570       -1.119        6.121        7.946       21.000       10.000        0.000
196904        1.947        0.000        0.526        0.000        1.045        0.000        0.526        0.000        1.049        0.526        1.045       20.993        0.000        5.461        0.000       11.622        0.000        5.461        0.000       11.427        5.461       11.622       14.603       14.540       13.292       15.115       15.322       14.569       13.292       11.792       14.661       13.292       15.322       16.312     -999.000       15.174     -999.000       17.253     -999.000       15.174     -999.000       16.405       15.174       17.253      102.435       16.952       19.886       16.483       14.566       66.210     4486.714     4187.721     3719.742     2284.302    14330.905      112.500       70.000     5065.700       14.910        3.776       17.803        4.666      145.500    26729.934     2339.088     3009.729      144.430        1.071      -17.650        0.287       -0.013       -0.322        0.351       -0.088        0.180     -999.000        0.277        0.086     -999.000        2.268        2.409        4.742       -0.880        6.153        8.619       24.000        6.000        0.000
196905       14.799        6.557       13.676        0.000        1.780        0.000        2.175        4.271        0.074        7.420        1.780      215.054       99.708      204.964        0.000       22.014        0.000       26.329       68.363        0.741      110.134       22.014       17.242       18.114       16.326       18.547       17.500       13.250       14.649       14.801     -999.000       14.743       23.687       20.515       21.991       19.882     -999.000       17.707     -999.000       16.457       19.442       17.518       18.106       24.347      120.129       18.379       19.065       17.608       16.389       69.618     3673.846     3187.237     3115.756     1981.847    11659.696      275.000       70.000     5244.161       11.656        2.639       12.441        1.411      135.000    27196.645     2434.797     3212.168      110.832       -8.518      -10.744        0.113        0.290        0.034        0.475        0.312        0.076     -999.000       -0.197        0.433     -999.000        3.923        3.696       -0.560        2.841        8.662       10.038       31.000        0.000        0.000
196906       34.203       12.173       24.141        0.000        6.505        3.923        6.521        4.357        0.000       12.406       10.859      682.320      300.225      499.083        0.000      143.837       60.237      110.242       69.482        0.000      208.138      213.464       21.552       22.731       20.827       22.759       22.878       20.275       20.449       17.258       17.073       19.076       23.025       26.407       27.909       26.448     -999.000       23.502       23.958       26.942       22.220     -999.000       25.096       26.548      130.284       17.060       18.001       17.140       17.179       67.753     2752.071     2485.655     3258.157     2027.268    10264.580      285.000       62.500     5365.133        9.324        3.243       10.661        1.487      139.000    27798.000     2459.013     3271.564       86.658       -8.067      -13.063        0.201        0.667        0.048        0.392        0.335        0.674     -999.000        0.169        0.491     -999.000        3.829        3.674        2.139        2.877        8.348       10.953       30.000        0.000        0.000
196907       49.296       14.538       38.740        0.000        5.989        5.075       13.447        9.363        0.000       24.950       11.335     1398.898      446.962     1232.948        0.000      111.012       87.160      442.358      298.235        0.000      809.962      202.569       29.142       27.926       29.164       29.685       27.433       29.007       30.881       29.778       25.269       30.180       28.978       35.387       34.912       36.997     -999.000       30.700       33.033       38.901       39.088     -999.000       38.939       32.728      122.348       16.846       16.297       16.634       13.724       61.689     1118.866     2297.257     2703.580     1760.424     7655.304      217.500       82.500     5250.000        5.918        2.703        4.132        2.078      118.500    28515.969     2520.151     3393.897       62.399        6.726        5.222        0.402       -0.089       -0.127        0.091       -0.318        0.240     -999.000       -0.152       -0.426     -999.000        4.117        3.927       -0.146        2.878       11.064       13.247       31.000        0.000        0.000
196908       34.494       12.546       29.529        0.000        3.775        1.839        7.953        7.863        0.000       17.597        5.615      868.766      366.577      814.927        0.000       54.654       30.860      196.180      216.003        0.000      468.344       85.514       28.785       26.769       28.622       29.690       29.057       32.705       30.622       29.717       19.512       30.110       28.856       34.319       33.862       35.680     -999.000       32.422       35.463       36.594       37.980     -999.000       37.196       31.313      129.100       18.930       16.653       15.791       14.932       64.535     1916.571     2613.031     2302.484     1397.967     7996.007      207.500       77.500     5383.742        5.442        4.640        5.516        4.193      158.500    28286.387     2552.943     3444.832       85.622       -5.047       11.652       -0.404        0.065       -0.562       -0.332        0.237        0.305     -999.000       -0.328        0.442        0.204        3.901        3.981       -7.053        2.460        7.882        8.698       31.000        0.000        0.000
196909       15.674        8.436       12.584        0.000        3.208        0.530        1.303        2.639        0.000        4.292        3.938      275.063      181.779      238.905        0.000       49.193        8.494       16.572       38.313        0.000       58.691       61.423       26.724       23.929       25.347       25.231       28.181       31.973       28.349       27.354       25.522       27.499       29.032       29.867       28.057       29.188     -999.000       30.881       34.099       30.449       32.049     -999.000       30.761       31.113      125.727       18.723       19.114       15.959       14.103       66.130     3419.172     3452.596     3713.110     2709.913    12954.459      297.500       85.000     5241.500       11.996        3.041       11.626        3.655      154.500    27750.068     2504.433     3316.139       69.240       -3.751       15.653        0.725        0.298       -0.314       -0.036        0.290        0.031     -999.000        0.023        0.133       -0.115        4.875        5.421        1.432        1.366        9.937       10.020       30.000        0.000        0.000
