                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16
196511        6.000        2.000        0.000       22.800       -2.400     -999.000     -999.000       -0.050       -2.320      -19.740       -0.970      777.000     -999.000     -999.000     -999.000        0.450
196512        5.000        0.000        0.000       24.700        0.300     -999.000     -999.000       -0.400       -1.350      -21.270       -0.760      778.000     -999.000     -999.000     -999.000       -0.010
196601        3.000        0.000        0.000       40.300       -2.200     -999.000     -999.000       -0.950       -0.350      -21.900       -0.890      879.000     -999.000     -999.000     -999.000       -0.470
196602        4.000        0.000        0.000       35.300       -0.400     -999.000     -999.000       -0.400        2.120      -17.140       -0.910      842.000     -999.000     -999.000     -999.000       -1.480
196603        4.000        0.000        0.000       36.400       -1.500     -999.000     -999.000       -0.310        3.010      -11.070       -0.930      903.000     -999.000     -999.000     -999.000       -1.370
196604        3.000        1.000        0.000       69.000       -0.300     -999.000     -999.000       -1.030        3.300       -2.330       -0.520      972.000     -999.000     -999.000     -999.000       -1.700
196605        2.000        2.000        1.000       64.200       -0.700     -999.000     -999.000       -0.530        2.260        2.160       -0.370      985.000     -999.000     -999.000     -999.000       -0.710
196606     -999.000        1.000        0.000       67.700        0.500     -999.000     -999.000       -0.350        0.820        5.420       -0.440      963.000     -999.000     -999.000     -999.000       -0.120
196607     -999.000        4.000        3.000       80.200        0.100     -999.000     -999.000        0.530        0.390        7.470       -0.350     1067.000     -999.000     -999.000     -999.000       -0.380
196608     -999.000       10.000        1.000       72.600        1.100     -999.000     -999.000        0.190        0.300        7.630       -0.050     1066.000     -999.000     -999.000     -999.000       -0.490
196609        2.000        9.000        3.000       71.100       -0.400     -999.000     -999.000        0.060        0.450        9.230        0.290     1109.000     -999.000     -999.000     -999.000       -0.300
196610        3.000        5.000        0.000       81.200       -0.200     -999.000     -999.000       -0.340        0.110       11.000        0.050     1086.000     -999.000     -999.000     -999.000       -0.110
196611        5.000        2.000        0.000       81.000        0.000     -999.000     -999.000       -0.440        0.330       11.740       -0.280     1133.000     -999.000     -999.000     -999.000       -0.730
196612        2.000        1.000        0.000       99.800       -0.600     -999.000     -999.000       -1.270        0.090       13.260       -0.890     1246.000     -999.000     -999.000     -999.000       -0.920
196701        3.000        0.000        0.000      157.000        2.800     -999.000     -999.000       -1.260        0.840       11.030       -1.130     1477.000     -999.000     -999.000     -999.000       -1.300
196702        3.000        1.000        0.000      132.600        2.800     -999.000     -999.000       -0.950        0.100       10.490       -1.050     1470.000     -999.000     -999.000     -999.000       -0.700
196703        4.000        2.000        0.000      158.300        2.000     -999.000     -999.000       -0.500        0.200       10.940       -0.910     1606.000     -999.000     -999.000     -999.000       -0.090
196704        2.000        1.000        0.000       98.400       -0.100     -999.000     -999.000       -0.440        1.300       10.130       -0.820     1299.000     -999.000     -999.000     -999.000       -0.690
196705        2.000        1.000        0.000      122.500        0.000     -999.000     -999.000       -0.200        0.840        5.790       -1.060     1430.000     -999.000     -999.000     -999.000        0.080
196706     -999.000        1.000        1.000       95.400        1.100     -999.000     -999.000        0.890        0.010       -0.580       -1.000     1202.000     -999.000     -999.000     -999.000        0.290
196707     -999.000        8.000        3.000      129.500        0.300     -999.000     -999.000        0.100        0.430       -5.650       -1.060     1403.000     -999.000     -999.000     -999.000        0.230
196708     -999.000        9.000        3.000      151.800        1.200     -999.000     -999.000       -0.810        0.080       -6.760       -1.180     1537.000     -999.000     -999.000     -999.000        0.400
196709        2.000        9.000        1.000      108.700        0.800     -999.000     -999.000       -0.660        0.180       -6.060       -1.480     1321.000     -999.000     -999.000     -999.000        0.350
196710        3.000        4.000        1.000      125.000        0.100     -999.000     -999.000        1.120       -0.430       -4.820       -1.510     1361.000     -999.000     -999.000     -999.000        0.440
196711        4.000        3.000        2.000      133.600       -0.700     -999.000     -999.000        0.150       -1.820       -6.050       -0.960     1453.000     -999.000     -999.000     -999.000        0.650
196712        3.000        1.000        0.000      179.000       -0.900     -999.000     -999.000        1.380       -2.170       -7.270       -0.950     1630.000     -999.000     -999.000     -999.000       -0.040
196801        4.000        0.000        0.000      172.500        0.900     -999.000     -999.000        0.610       -0.990       -8.380       -0.580     1891.000     -999.000     -999.000     -999.000       -0.120
196802        1.000        1.000        0.000      158.500        2.100     -999.000     -999.000        0.430        0.680      -10.210       -1.190     1732.000     -999.000     -999.000     -999.000       -0.130
196803        4.000        0.000        0.000      130.500        0.200     -999.000     -999.000        1.330        0.670       -9.110       -0.740     1426.000     -999.000     -999.000     -999.000       -0.090
196804        4.000        1.000        0.000      115.000        0.000     -999.000     -999.000        0.430       -0.070      -12.250       -1.040     1295.000     -999.000     -999.000     -999.000        0.380
196805        2.000        1.000        0.000      180.000        2.100     -999.000     -999.000       -0.490       -0.140      -14.390       -0.630     1549.000     -999.000     -999.000     -999.000        0.360
196806     -999.000        2.000        0.000      156.200        1.800     -999.000     -999.000        0.060       -1.450      -19.270       -0.650     1423.000     -999.000     -999.000     -999.000        0.970
196807     -999.000        3.000        1.000      136.200        1.100     -999.000     -999.000       -0.680       -1.790      -21.000       -0.040     1372.000     -999.000     -999.000     -999.000        1.030
196808     -999.000        8.000        2.000      154.800        0.400     -999.000     -999.000       -1.630       -1.900      -21.820        0.160     1422.000     -999.000     -999.000     -999.000        0.930
196809        2.000        3.000        1.000      166.000       -0.400     -999.000     -999.000       -1.670       -1.620      -17.450       -0.040     1410.000     -999.000     -999.000     -999.000        0.880
196810        3.000        6.000        1.000      152.500       -0.100     -999.000     -999.000       -1.390       -1.440      -14.580       -0.300     1525.000     -999.000     -999.000     -999.000        0.130
196811        3.000        4.000        0.000      121.700       -0.600     -999.000     -999.000       -0.800       -1.130      -13.110       -0.200     1385.000     -999.000     -999.000     -999.000       -0.180
196812        4.000        0.000        0.000      155.500        0.300     -999.000     -999.000       -0.970       -0.680      -11.360        0.200     1484.000     -999.000     -999.000     -999.000        0.000
196901        3.000        1.000        0.000      147.800       -2.400     -999.000     -999.000       -1.900        1.110       -8.580        0.480     1527.000     -999.000     -999.000     -999.000       -0.800
196902        3.000        0.000        0.000      170.500       -0.900     -999.000     -999.000       -1.740        2.860       -4.430        0.960     1552.000     -999.000     -999.000     -999.000       -1.520
196903        4.000        1.000        0.000      192.300        0.700     -999.000     -999.000       -1.680        5.190       -1.500        1.140     1723.000     -999.000     -999.000     -999.000       -2.220
196904        3.000        1.000        0.000      151.100       -0.600     -999.000     -999.000       -1.590        3.830        3.980        0.940     1555.000     -999.000     -999.000     -999.000       -1.280
196905        3.000        0.000        0.000      169.900       -0.400     -999.000     -999.000       -1.550        3.170        8.180        0.650     1454.000     -999.000     -999.000     -999.000       -0.860
196906     -999.000        0.000        0.000      150.100        0.300     -999.000     -999.000       -1.550        1.890        9.350        0.540     1622.000     -999.000     -999.000     -999.000       -0.160
196907     -999.000        3.000        1.000      137.100       -0.800     -999.000     -999.000       -2.200        1.610        9.080        0.280     1366.000     -999.000     -999.000     -999.000       -0.030
196908     -999.000        4.000        1.000      138.800       -0.200     -999.000     -999.000       -0.150        0.540        9.780        0.460     1430.000     -999.000     -999.000     -999.000        0.600
196909        2.000        5.000        3.000      129.300       -1.600     -999.000     -999.000        0.210       -0.260        9.740        0.400     1373.000     -999.000     -999.000     -999.000        0.490
196910        4.000        3.000        0.000      135.400       -1.500     -999.000     -999.000       -0.220       -0.520        9.750        0.430     1540.000     -999.000     -999.000     -999.000        0.540
196911        5.000        3.000        0.000      132.400       -0.100     -999.000     -999.000       -1.250        0.520        7.340       -0.020     1567.000     -999.000     -999.000     -999.000       -0.410
196912        5.000        1.000        0.000      138.600        0.700     -999.000     -999.000       -1.870        1.880        5.000        0.350     1436.000     -999.000     -999.000     -999.000       -0.880
197001        4.000        0.000        0.000      157.900       -1.900     -999.000     -999.000       -1.990        3.810        0.300        0.760     1583.000     -999.000     -999.000     -999.000       -1.390
197002        5.000        1.000        0.000      180.800       -1.700     -999.000     -999.000       -1.830        4.200       -1.410        0.980     1754.000     -999.000     -999.000     -999.000       -1.270
197003        2.000        0.000        0.000      145.700        1.000     -999.000     -999.000       -2.090        5.330       -4.630        0.340     1584.000     -999.000     -999.000     -999.000       -1.480
197004        3.000        0.000        0.000      155.100       -0.100     -999.000     -999.000       -1.650        4.120       -7.250       -0.420     1620.000     -999.000     -999.000     -999.000       -1.210
197005        2.000        0.000        0.000      180.500        0.600     -999.000     -999.000       -1.570        3.580      -12.210       -1.030     1684.000     -999.000     -999.000     -999.000       -0.550
197006     -999.000        3.000        0.000      151.300        1.600     -999.000     -999.000       -1.870        2.480      -16.250       -1.320     1549.000     -999.000     -999.000     -999.000        0.130
197007     -999.000        4.000        1.000      159.300       -0.600     -999.000     -999.000       -0.830        1.200      -18.620       -1.620     1520.000     -999.000     -999.000     -999.000        0.670
197008     -999.000        6.000        1.000      131.700        1.000     -999.000     -999.000        0.250        0.860      -21.380       -1.950     1382.000     -999.000     -999.000     -999.000        0.370
197009        3.000        4.000        2.000      140.800        1.900     -999.000     -999.000        0.170       -0.020      -21.670       -1.890     1432.000     -999.000     -999.000     -999.000        0.940
197010        3.000        5.000        1.000      122.600        1.700     -999.000     -999.000        0.110        0.310      -22.120       -1.270     1483.000     -999.000     -999.000     -999.000        0.580
197011        4.000        4.000        0.000      134.800        2.600     -999.000     -999.000        0.570        0.510      -22.480       -0.850     1620.000     -999.000     -999.000     -999.000        0.210
197012        4.000        0.000        0.000      118.200        3.200     -999.000     -999.000       -0.330        0.970      -17.390       -0.750     1528.000     -999.000     -999.000     -999.000        0.190
197101        3.000        1.000        0.000      129.200        0.600     -999.000     -999.000       -0.460        0.730      -10.670       -1.450     1626.000     -999.000     -999.000     -999.000       -0.440
197102        2.000        0.000        0.000      111.800        3.300     -999.000     -999.000       -0.610       -0.170       -3.670       -1.630     1378.000     -999.000     -999.000     -999.000       -0.010
197103        3.000        1.000        0.000       85.900        3.800     -999.000     -999.000       -0.500       -1.000        0.910       -1.770     1119.000     -999.000     -999.000     -999.000        0.210
197104        2.000        3.000        0.000      101.600        2.800     -999.000     -999.000       -0.690       -2.610        3.750       -1.040     1167.000     -999.000     -999.000     -999.000        0.410
197105        4.000        4.000        2.000       81.500        1.400     -999.000     -999.000       -0.760       -3.560        6.770       -0.740     1099.000     -999.000     -999.000     -999.000        0.300
197106     -999.000        2.000        2.000       70.700        0.700     -999.000     -999.000       -0.970       -3.800        8.280       -0.320     1017.000     -999.000     -999.000     -999.000        0.830
197107     -999.000        8.000        3.000      114.700        0.400     -999.000     -999.000       -0.570       -1.960        8.880       -0.350     1174.000     -999.000     -999.000     -999.000        0.470
197108     -999.000        5.000        1.000       87.000        2.500     -999.000     -999.000       -1.140       -2.470        8.340       -0.400     1141.000     -999.000     -999.000     -999.000        0.880
197109        3.000        6.000        3.000       71.300        2.300     -999.000     -999.000       -0.510       -1.560        8.950       -0.470     1040.000     -999.000     -999.000     -999.000        0.990
197110        3.000        4.000        1.000       73.400        2.800     -999.000     -999.000       -0.870       -0.260        8.480       -0.260     1072.000     -999.000     -999.000     -999.000        0.310
197111        4.000        2.000        0.000       89.500        0.900     -999.000     -999.000       -1.810        0.730        8.470       -0.360     1140.000     -999.000     -999.000     -999.000        0.210
197112        4.000        0.000        0.000      116.500        0.400     -999.000     -999.000       -0.760       -0.440        9.100       -0.350     1245.000     -999.000     -999.000     -999.000        0.370
197201        5.000        1.000        0.000       87.000        0.800     -999.000     -999.000       -1.220       -1.630        8.200       -0.410     1148.000     -999.000     -999.000     -999.000        0.640
197202        5.000        0.000        0.000      125.300        1.800     -999.000     -999.000       -1.650       -2.150        7.950       -0.090     1418.000     -999.000     -999.000     -999.000        0.770
197203        4.000        0.000        0.000      113.500        1.100     -999.000     -999.000       -0.900       -3.120        7.350       -0.080     1285.000     -999.000     -999.000     -999.000        1.170
197204        2.000        0.000        0.000       89.600       -0.200     -999.000     -999.000       -0.520       -3.040        6.220       -0.050     1129.000     -999.000     -999.000     -999.000        0.670
197205        3.000        1.000        0.000      113.900       -2.600     -999.000     -999.000       -0.280       -3.320       -2.590        0.100     1296.000     -999.000     -999.000     -999.000        1.550
197206     -999.000        3.000        1.000      124.700       -0.900     -999.000     -999.000       -0.310       -4.310      -10.700        0.340     1354.000     -999.000     -999.000     -999.000        1.500
197207     -999.000        7.000        1.000      108.300       -2.400     -999.000     -999.000       -0.080       -4.770      -15.450        0.120     1220.000     -999.000     -999.000     -999.000        1.110
197208     -999.000        5.000        3.000      108.900       -0.800     -999.000     -999.000        0.270       -4.910      -19.280       -0.120     1257.000     -999.000     -999.000     -999.000        1.350
197209        3.000        6.000        0.000       90.700       -2.200     -999.000     -999.000        0.440       -4.750      -20.400       -0.730     1136.000     -999.000     -999.000     -999.000        1.070
197210        4.000        3.000        0.000       86.900       -1.500     -999.000     -999.000       -0.100       -4.500      -21.170       -0.920     1211.000     -999.000     -999.000     -999.000        0.630
197211        4.000        3.000        1.000       59.200       -0.600     -999.000     -999.000        0.430       -4.930      -20.490       -0.760     1016.000     -999.000     -999.000     -999.000        0.780
197212        5.000        2.000        0.000       64.300       -2.100     -999.000     -999.000       -0.120       -6.820      -16.780       -0.460     1029.000     -999.000     -999.000     -999.000        1.660
197301        3.000        0.000        0.000       61.800       -0.500     -999.000     -999.000       -0.840       -6.530       -4.400        0.000     1022.000     -999.000     -999.000     -999.000        0.990
197302        4.000        0.000        0.000       60.900       -2.300     -999.000     -999.000       -0.710       -5.690        0.080       -0.170      987.000     -999.000     -999.000     -999.000        0.650
197303        4.000        0.000        0.000       65.400        1.200     -999.000     -999.000       -0.510       -4.970        3.400       -0.410     1004.000     -999.000     -999.000     -999.000        0.780
197304        4.000        0.000        0.000       81.800        0.100     -999.000     -999.000       -1.300       -3.620        6.280       -0.770     1050.000     -999.000     -999.000     -999.000       -0.010
197305        3.000        0.000        0.000       60.300        0.700     -999.000     -999.000       -1.020       -2.540        8.120       -0.630      970.000     -999.000     -999.000     -999.000        0.250
197306     -999.000        0.000        0.000       56.100        1.800     -999.000     -999.000       -1.160       -2.470        8.630       -0.150      912.000     -999.000     -999.000     -999.000        0.270
197307     -999.000        7.000        3.000       33.200        1.000     -999.000     -999.000       -0.400       -2.150        6.940        0.080      845.000     -999.000     -999.000     -999.000        0.200
197308     -999.000        7.000        2.000       36.600        2.100     -999.000     -999.000       -1.070       -2.060        5.860        0.050      829.000     -999.000     -999.000     -999.000        0.760
197309        1.000        2.000        2.000       84.100        2.000     -999.000     -999.000       -1.230       -2.020        5.510       -0.320     1056.000     -999.000     -999.000     -999.000        0.890
197310        4.000        4.000        2.000       43.700        1.300     -999.000     -999.000       -1.290       -2.400        5.200       -0.290      877.000     -999.000     -999.000     -999.000        0.760
197311        5.000        3.000        0.000       34.300        4.300     -999.000     -999.000       -2.080       -1.910        4.920       -0.780      815.000     -999.000     -999.000     -999.000        0.590
197312        3.000        1.000        0.000       33.300        3.000     -999.000     -999.000       -1.610       -1.170        2.310       -1.370      842.000     -999.000     -999.000     -999.000        0.310
197401        3.000        1.000        0.000       39.400        4.000     -999.000     -999.000       -1.140       -1.490       -0.910       -2.200      831.000     -999.000     -999.000     -999.000        1.210
197402        3.000        0.000        0.000       37.300        3.400     -999.000     -999.000       -1.850       -2.910       -1.310       -2.270      809.000     -999.000     -999.000     -999.000        1.250
197403        3.000        1.000        0.000       30.900        4.000     -999.000     -999.000       -0.960       -4.810       -1.080       -1.880      792.000     -999.000     -999.000     -999.000        1.900
197404        6.000        1.000        0.000       57.500        1.600     -999.000     -999.000       -0.890       -6.310       -1.920       -1.280      861.000     -999.000     -999.000     -999.000        2.590
197405        4.000        1.000        0.000       56.300        1.600     -999.000     -999.000       -0.680       -6.220       -7.580       -0.950      906.000     -999.000     -999.000     -999.000        2.720
197406     -999.000        4.000        2.000       51.500        0.700       61.000     -999.000       -0.670       -4.900      -13.860       -0.770      863.000     -999.000     -999.000     -999.000        2.090
197407     -999.000        5.000        2.000       79.100        1.900       46.200     -999.000        0.610       -3.890      -19.580       -0.400      925.000     -999.000     -999.000     -999.000        1.480
197408     -999.000        9.000        2.000       47.900        1.300       66.900     -999.000        1.280       -3.660      -23.140       -0.670      830.000     -999.000     -999.000     -999.000        1.800
197409        2.000        5.000        2.000       57.200        1.800       68.500     -999.000        0.820       -3.900      -23.520       -0.860      878.000     -999.000     -999.000     -999.000        2.450
197410        5.000        4.000        2.000       67.200        1.500       68.900     -999.000        1.110       -3.460      -23.120       -1.150      976.000     -999.000     -999.000     -999.000        1.650
197411        4.000        4.000        0.000       35.900       -0.200       63.500     -999.000        1.250       -4.120      -22.480       -1.090      903.000     -999.000     -999.000     -999.000        1.510
197412        3.000        2.000        1.000       29.600        0.300       39.000     -999.000        1.220       -3.910      -22.570       -1.080      811.000     -999.000     -999.000     -999.000        1.290
197501        4.000        1.000        0.000       27.300       -0.800       32.000     -999.000        1.650       -2.140      -16.700       -1.140      775.000     -999.000     -999.000     -999.000        0.690
197502        3.000        0.000        0.000       16.700        1.300       52.000     -999.000        1.110       -2.400      -15.390       -1.120      742.000     -999.000     -999.000     -999.000        1.250
197503        5.000        0.000        0.000       16.900        2.600       54.500     -999.000        0.720       -3.010      -13.040       -1.220      724.000     -999.000     -999.000     -999.000        1.500
197504        1.000        0.000        0.000        7.700        1.900       48.700     -999.000        0.300       -2.420       -5.120       -1.390      707.000     -999.000     -999.000     -999.000        0.960
197505        1.000        0.000        0.000       13.100        1.100       64.100     -999.000        0.310       -3.160        1.180       -1.270      701.000     -999.000     -999.000     -999.000        1.520
197506     -999.000        0.000        0.000       16.700        2.100       59.600     -999.000        0.420       -2.900        4.470       -1.060      697.000     -999.000     -999.000     -999.000        1.130
197507     -999.000        2.000        0.000       40.400        3.100       64.700     -999.000        0.190       -1.170        7.410       -0.900      772.000     -999.000     -999.000     -999.000        0.510
197508     -999.000        6.000        2.000       56.700        3.300       72.800     -999.000        0.640       -0.550        9.060       -1.100      904.000     -999.000     -999.000     -999.000        0.480
197509        3.000        5.000        2.000       20.300        3.400       74.000     -999.000       -0.550       -1.130       10.250       -0.910      796.000     -999.000     -999.000     -999.000        0.880
197510        4.000        5.000        2.000       13.600        2.800       73.300     -999.000       -0.610       -1.350       10.650       -0.840      757.000     -999.000     -999.000     -999.000        1.430
197511        4.000        3.000        0.000       27.900        1.900       67.500     -999.000       -0.720       -1.670       11.270       -0.730      808.000     -999.000     -999.000     -999.000        1.350
197512        5.000        1.000        0.000       11.600        3.500       67.000     -999.000       -0.690       -0.620       10.950       -0.980      746.000     -999.000     -999.000     -999.000        0.990
197601        4.000        1.000        0.000       11.900        2.300       51.500     -999.000        0.340       -0.020        9.220       -1.270      747.000     -999.000     -999.000     -999.000        0.380
197602        5.000        1.000        0.000        6.400        2.800       53.900     -999.000        1.450       -1.100        8.920       -0.920      705.000     -999.000     -999.000     -999.000        0.910
197603        3.000        0.000        0.000       31.500        2.900       41.900     -999.000        1.340       -2.740        9.700       -0.610      767.000     -999.000     -999.000     -999.000        1.710
197604        2.000        2.000        0.000       27.300        0.500       47.600     -999.000        1.290       -2.430       11.530       -0.040      763.000     -999.000     -999.000     -999.000        1.390
197605        3.000        2.000        0.000       18.200        0.600       48.800     -999.000        0.900       -2.810       10.040       -0.250      706.000     -999.000     -999.000     -999.000        1.870
197606     -999.000        2.000        0.000       17.900        0.400       38.100     -999.000        0.150       -2.120        2.780       -0.080      706.000     -999.000     -999.000     -999.000        1.890
197607     -999.000        4.000        1.000        2.900       -1.400       37.600     -999.000       -1.240        0.020       -1.900       -0.280      675.000     -999.000     -999.000     -999.000        1.490
197608     -999.000        4.000        3.000       24.100       -1.300       40.900     -999.000       -0.560        1.560       -4.890        0.360      748.000     -999.000     -999.000     -999.000        0.260
197609        1.000        5.000        1.000       20.000       -1.900       48.600     -999.000       -0.440        1.400       -6.190        0.630      731.000     -999.000     -999.000     -999.000       -0.310
197610        3.000        1.000        0.000       29.700        0.700       43.500     -999.000        0.100        0.820       -8.230        0.470      759.000     -999.000     -999.000     -999.000        0.910
197611        4.000        1.000        0.000        7.900        1.200       51.300     -999.000       -0.070       -0.660       -8.890       -0.020      729.000     -999.000     -999.000     -999.000        1.490
197612        3.000        2.000        0.000       22.300       -0.600       24.500     -999.000       -0.430       -2.150      -11.850       -0.600      767.000     -999.000     -999.000     -999.000        1.720
197701        2.000        0.000        0.000       23.800       -0.700       24.400     -999.000       -0.580       -1.980      -14.440       -1.060      774.000     -999.000     -999.000     -999.000        0.950
197702        4.000        0.000        0.000       33.300        2.000       44.400     -999.000       -1.330       -1.570      -14.900       -1.410      823.000     -999.000     -999.000     -999.000        0.970
197703        5.000        1.000        0.000       13.000       -0.900       19.400     -999.000        0.300       -0.830      -17.610       -1.510      766.000     -999.000     -999.000     -999.000        0.700
197704        2.000        0.000        0.000       19.000       -0.700       36.600     -999.000        0.890       -0.310      -14.930       -1.090      776.000     -999.000     -999.000     -999.000        0.430
197705        1.000        0.000        0.000       27.000       -0.800       48.900     -999.000        1.090       -0.080      -17.140       -1.060      796.000     -999.000     -999.000     -999.000        0.470
197706     -999.000        1.000        0.000       54.900       -1.500       50.100     -999.000        0.170        0.030      -21.330       -1.110      915.000     -999.000     -999.000     -999.000       -0.190
197707     -999.000        4.000        3.000       30.600       -1.900       42.800     -999.000        0.840       -0.850      -18.170       -1.260      811.000     -999.000     -999.000     -999.000        0.350
197708     -999.000        3.000        0.000       43.000       -1.300       50.000     -999.000        0.520       -1.730      -11.240       -0.800      843.000     -999.000     -999.000     -999.000        0.600
197709        3.000        5.000        2.000       62.400       -1.300       53.700     -999.000        1.000       -2.020       -5.090       -0.440      999.000     -999.000     -999.000     -999.000        0.940
197710        5.000        5.000        0.000       62.100       -1.700       48.500     -999.000        1.060       -2.410       -1.810       -0.070      969.000     -999.000     -999.000     -999.000        0.710
197711        5.000        1.000        0.000       41.600       -2.100       36.500     -999.000        0.480       -2.400       -0.260        0.340      937.000     -999.000     -999.000     -999.000        0.230
197712        3.000        2.000        0.000       61.400       -1.700        8.000     -999.000       -0.420       -1.950        1.690        0.720     1021.000     -999.000     -999.000     -999.000        0.450
197801        5.000        1.000        0.000       73.700       -0.500       20.300     -999.000       -0.110        0.230        3.210        1.750     1096.000     -999.000     -999.000     -999.000       -0.040
197802        2.000        0.000        0.000      132.600       -4.400       20.700     -999.000        1.320        2.000        6.070        1.750     1454.000     -999.000     -999.000     -999.000       -0.660
197803        4.000        0.000        0.000      108.400       -0.300     -999.000     -999.000        1.090        3.200        9.340        1.540     1418.000     -999.000     -999.000     -999.000       -0.510
197804        4.000        1.000        0.000      141.200       -0.500     -999.000     -999.000        1.490        3.800       12.980        0.810     1494.000     -999.000     -999.000     -999.000       -0.420
197805        3.000        0.000        0.000      117.100        2.200     -999.000     -999.000        1.200        2.050       12.230        0.170     1465.000     -999.000     -999.000     -999.000       -0.100
197806     -999.000        3.000        0.000      134.600        1.100     -999.000     -999.000       -0.220       -0.390        8.360       -0.070     1422.000     -999.000     -999.000     -999.000        0.870
197807     -999.000        4.000        2.000       99.700        0.900     -999.000     -999.000        0.230       -1.320        6.020       -0.270     1311.000     -999.000     -999.000     -999.000        0.540
197808     -999.000        8.000        3.000       82.400        0.700     -999.000     -999.000        0.510       -0.540        5.840       -0.260     1140.000     -999.000     -999.000     -999.000        0.790
197809        2.000        5.000        0.000      195.700        0.100     -999.000     -999.000        0.100        0.170        5.910       -0.220     1579.000     -999.000     -999.000     -999.000        0.770
197810        4.000        4.000        1.000      177.100       -0.600     -999.000     -999.000        1.350        0.510        6.220       -0.200     1582.000     -999.000     -999.000     -999.000        0.320
197811        2.000        4.000        0.000      138.500        0.000     -999.000     -999.000        0.370        0.050        4.040        0.200     1515.000     -999.000     -999.000     -999.000        0.240
197812        4.000        0.000        0.000      173.900       -0.100     -999.000     -999.000       -0.100       -1.090        1.460        0.930     1755.000     -999.000     -999.000     -999.000        0.580
197901        4.000        1.000        0.000      235.900       -0.700       23.400     -999.000        0.590        1.150        1.860        1.040     2030.000     -999.000     -999.000     -999.000       -0.200
197902        2.000        0.000        0.000      194.700        1.600       25.400     -999.000        1.460        2.500        4.120        0.960     2041.000     -999.000     -999.000     -999.000       -0.950
197903        3.000        1.000        0.000      195.300        0.200       32.700     -999.000        0.990        2.370        0.890        0.590     1858.000     -999.000     -999.000     -999.000       -0.300
197904        3.000        1.000        0.000      143.700       -0.200       42.500     -999.000        1.450        2.160       -3.570        0.700     1738.000     -999.000     -999.000     -999.000       -0.750
197905        3.000        2.000        0.000      190.300        0.800       43.300     -999.000        1.750        2.420      -12.900        0.720     1652.000     -999.000     -999.000     -999.000       -0.740
197906     -999.000        0.000        0.000      211.700        1.100       48.900     -999.000        1.690        1.960      -19.600        0.680     1803.000     -999.000     -999.000     -999.000       -1.090
197907     -999.000        4.000        1.000      225.700        2.200       54.000     -999.000        0.840        1.160      -21.270        0.780     1659.000     -999.000     -999.000     -999.000       -0.840
197908     -999.000        2.000        2.000      201.400       -0.300       54.100     -999.000        0.180       -0.420      -22.240        0.600     1727.000     -999.000     -999.000     -999.000        0.110
197909        3.000        6.000        2.000      266.900        0.200       52.500     -999.000        0.420       -0.890      -22.700        0.580     2002.000     -999.000     -999.000     -999.000        0.070
197910        2.000        3.000        0.000      263.600       -0.200       40.800     -999.000        0.180       -0.260      -23.320       -0.070     2179.000     -999.000     -999.000     -999.000        0.550
197911        5.000        2.000        0.000      259.500       -0.700       40.400     -999.000        0.800        0.080      -22.200       -0.010     2317.000     -999.000     -999.000     -999.000        0.290
197912        2.000        2.000        0.000      249.600       -1.200       29.000     -999.000        0.670        0.890      -16.990        0.130     2035.000     -999.000     -999.000     -999.000        0.120
198001        3.000        0.000        0.000      226.100        0.700       43.800     -999.000        0.340        2.990      -10.110        0.400     2062.000     -999.000     -999.000     -999.000       -0.580
198002        1.000        0.000        0.000      219.400        0.500       41.800     -999.000        0.200        3.350       -5.650        0.190     2000.000     -999.000     -999.000     -999.000       -0.480
198003        4.000        0.000        0.000      178.700       -0.700       20.000     -999.000        0.190        3.010       -2.900       -0.280     1681.000     -999.000     -999.000     -999.000        0.050
198004        4.000        1.000        0.000      232.200       -1.000       37.600     -999.000       -0.190        4.190        2.310       -0.230     2079.000     -999.000     -999.000     -999.000       -0.880
198005        3.000        4.000        1.000      254.700        0.000       40.100     -999.000       -0.580        5.100        6.240        0.050     2240.000     -999.000     -999.000     -999.000       -1.080
198006     -999.000        1.000        1.000      222.700        0.000       33.200     -999.000       -0.780        3.640        7.330        0.450     1932.000     -999.000     -999.000     -999.000       -0.710
198007     -999.000        5.000        4.000      192.900       -0.100       41.500     -999.000        0.580        1.530        8.740        0.590     1848.000     -999.000     -999.000     -999.000        0.260
198008     -999.000        3.000        1.000      191.700        0.600       36.900     -999.000        0.390        1.730        9.610        0.870     1662.000     -999.000     -999.000     -999.000        0.430
198009        3.000        6.000        2.000      219.600       -0.800       54.500     -999.000        0.840        0.890       12.670        0.840     1839.000     -999.000     -999.000     -999.000        0.720
198010        3.000        4.000        0.000      233.300        0.000       47.200     -999.000        0.370        0.220       13.100        0.780     2042.000     -999.000     -999.000     -999.000        0.810
198011        4.000        1.000        0.000      209.500       -0.600       42.100     -999.000       -0.250        0.680       12.150        0.530     2181.000     -999.000     -999.000     -999.000        0.240
198012        4.000        1.000        0.000      246.900       -0.100       42.200     -999.000        0.260        0.750        9.730        0.270     2258.000     -999.000     -999.000     -999.000       -0.190
198101        4.000        0.000        0.000      156.600        0.600       40.800     -999.000        0.560        1.720        8.510       -0.040     1746.000     -999.000     -999.000     -999.000       -0.470
198102        2.000        0.000        0.000      189.900       -0.300       24.100     -999.000        1.140        2.780        6.720        0.280     2045.000     -999.000     -999.000     -999.000       -0.280
