                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
198201       -0.233        0.181        0.053        0.120        0.117        0.067       -0.517       -0.164        0.084        0.086       -0.265        0.000       14.194        4.322       20.404       19.799       -0.111        0.341        0.280       -0.521        0.053        0.159       -0.019       -0.204        0.076        0.983
198202       -0.661       -0.018       -0.080       -0.153        0.094       -0.122       -0.577       -0.082       -0.113       -0.207       -0.310       -0.001       16.239        6.925       19.336       17.653       -0.179        0.668        0.590       -0.557        0.046        0.014       -0.073       -0.237        0.282        1.072
198203       -1.155       -0.065        0.191        0.179        0.050       -0.157       -0.353       -0.090       -0.080       -0.134       -0.400        0.725       20.598       15.084       19.300       17.546       -0.118        0.596        0.648       -0.348        0.439       -0.065        0.191       -0.312        0.392        1.566
198204       -0.707        0.084        0.496        0.318        0.170        0.011       -0.824       -0.122        0.166       -0.327       -0.458        0.387       24.048       28.587       19.716       20.210       -0.270        0.864        0.956       -0.788        0.697       -0.114        0.463       -0.184        0.413        1.094
198205       -0.168        0.482        0.555        0.572        0.112        0.263        0.013       -0.008        0.441       -0.121       -0.646       -0.098       23.091       28.834       19.735       22.129       -0.250        0.837        0.796       -0.035        0.618        0.261        0.362       -0.027        0.513        0.261
198206        0.205        0.657        0.620        0.664        0.088        0.346       -0.195       -0.042        0.593       -0.148       -0.525       -0.609       16.310       17.321       19.711       21.639       -0.355        1.053        0.687       -0.251        0.607        0.409        0.357       -0.077        0.424        0.529
198207        0.458        0.534        0.293        0.481       -0.234        0.349       -1.170       -0.016        0.428       -0.244       -0.518       -0.185       12.222       10.630       20.581       16.749       -0.414       -0.414       -0.670       -1.097        0.351        0.416        0.080       -0.103        0.474        0.411
198208        0.754        0.962        0.227        0.743       -0.409        0.622       -0.793        0.071        0.641       -0.476       -0.779       -2.031       10.477        8.035       22.023       15.629       -0.561       -0.653       -0.493       -0.756        0.221        0.872       -0.158        0.029        0.547        0.344
198209        1.235        1.845        0.441        1.479       -0.403        1.109       -0.939        0.038        1.208       -0.392       -0.475       -2.578       11.913        9.334       22.208       16.244       -0.482       -0.255       -0.833       -0.904        0.053        1.668       -0.297        0.049        0.318        0.448
198210        1.685        2.307        0.795        2.021       -0.232        1.393       -0.563        0.408        1.625       -0.529       -0.347       -1.826       15.429       14.648       21.279       19.167       -0.481       -0.155       -0.450       -0.554        0.288        1.989       -0.128        0.127        1.037        0.636
198211        2.837        2.463        0.707        1.986       -0.323        1.518       -0.244        0.243        1.790       -0.641       -0.412       -0.384       16.358       10.480       20.310       17.008       -0.438        0.624        0.347       -0.228       -0.132        2.180       -0.278        0.196        0.381       -0.172
198212        2.968        2.865        0.616        2.226       -0.331        1.781        0.216        0.224        1.962       -0.695       -0.427        0.146       18.328       11.939       19.771       19.572       -0.398        0.070        0.058        0.216       -0.458        2.619       -0.530        0.250       -0.132       -0.588
198301        2.585        2.965        0.485        2.326       -0.384        1.854        0.366        0.001        1.916       -0.412        0.155        0.098       17.007       10.819       17.950       15.760       -0.250        0.286        0.062        0.390       -0.508        2.771       -0.701        0.120       -0.277       -1.149
198302        2.072        2.284        0.432        1.936       -0.568        1.569        0.271        0.062        1.508        0.053        0.172        0.245       20.563       19.260       15.584       13.203       -0.120       -0.068       -0.301        0.314       -0.265        2.111       -0.482        0.246       -0.531       -0.993
198303        2.279        1.722        0.345        1.421       -0.504        1.137        0.015       -0.039        1.223        0.531       -0.314        1.365       23.910       28.048       16.274       13.462       -0.006       -0.461       -0.696        0.031       -0.428        1.584       -0.343        0.187       -0.885       -0.522
198304        3.303        1.649        0.220        1.058       -0.352        0.967        0.566       -0.048        1.248        0.618       -0.334       -0.045       25.625       36.799       19.596       18.479       -0.039       -0.413       -0.737        0.562       -0.821        1.561       -0.439        0.191       -0.800       -0.351
198305        3.903        1.823        0.329        1.026       -0.285        0.983        0.586        0.166        1.443        0.153       -0.651        0.197       23.666       34.394       20.274       17.918       -0.147       -0.601       -0.609        0.552       -0.896        1.691       -0.400        0.215       -0.151       -0.283
198306        4.215        1.656        0.177        0.685       -0.168        0.906       -0.662        0.448        1.334        0.141       -0.617        1.150       18.270       25.197       20.550       20.580       -0.222       -1.391       -1.203       -0.655       -1.269        1.585       -0.486        0.362        0.390        0.488
198307        3.747        0.941       -0.104        0.013       -0.311        0.697       -0.720        0.549        0.822       -0.163       -0.554        2.130       13.685       15.525       21.024       19.401       -0.248       -2.438       -1.847       -0.706       -1.290        0.941       -0.104        0.299        0.822        0.369
198308        2.849        0.678       -0.262       -0.236       -0.221        0.536       -0.313        0.452        0.532       -0.260       -0.263        0.677       12.026       10.578       22.279       20.566       -0.375       -1.122       -0.568       -0.342       -1.214        0.678       -0.262        0.285        0.506       -0.059
198309        1.345        0.098       -0.668       -0.522       -0.348        0.169        0.090        0.226       -0.077       -0.200       -0.164       -0.340       12.794       11.745       24.218       24.013       -0.321       -1.742       -0.323        0.082       -1.152        0.098       -0.668        0.138        0.298       -0.282
198310        0.954       -0.573       -0.771       -1.102       -0.293       -0.149        0.251       -0.050       -0.487       -0.355       -0.316       -0.675       14.133        9.482       26.313       24.430       -0.230       -1.937       -0.593        0.294       -1.002       -0.265       -0.542       -0.046        0.033       -0.298
198311        0.396       -0.954       -0.874       -1.208       -0.417       -0.305       -0.230       -0.132       -0.775       -0.108       -0.048        1.668       13.886        6.196       23.883       22.258       -0.119       -1.581       -0.822       -0.220       -0.792       -0.604       -0.493       -0.128        0.138       -0.058
198312        0.170       -0.803       -0.722       -0.989       -0.122       -0.300       -0.642       -0.210       -0.664        0.136        0.121        0.624       13.404        5.236       21.482       20.934       -0.068       -1.292       -0.942       -0.664       -0.506       -0.515       -0.400       -0.188       -0.024       -0.382
198401       -0.332       -0.588       -0.734       -0.679       -0.026       -0.250       -0.787       -0.320       -0.619       -0.187        0.356        0.000       12.528        3.496       19.478       21.155       -0.101       -0.682       -0.395       -0.811       -0.481       -0.295       -0.498       -0.340       -0.042       -0.458
198402       -0.760       -0.163       -0.601       -0.183       -0.082       -0.076       -1.042       -0.618       -0.406       -0.181        0.440       -0.049       13.853        4.351       18.285       18.523       -0.110       -0.361       -0.221       -1.024       -0.220        0.077       -0.535       -0.551       -0.036       -0.776
198403       -0.724       -0.194       -0.716       -0.468       -0.180       -0.131       -1.257       -0.375       -0.464       -0.312        0.499        0.582       20.660       14.887       19.364       17.193       -0.202       -0.369       -0.427       -1.229       -0.373        0.093       -0.639       -0.364        0.010       -0.569
198404       -0.146       -0.391       -0.694       -0.571       -0.294       -0.172       -1.225       -0.193       -0.487       -0.409        0.281       -0.096       24.188       26.390       20.628       18.747       -0.165       -0.508       -0.599       -1.173       -0.403       -0.113       -0.537       -0.211        0.431       -0.895
198405       -0.883       -0.836       -0.612       -0.615       -0.268       -0.386       -0.850       -0.616       -0.750       -0.247        0.060       -0.340       20.715       21.128       22.346       21.054       -0.191       -0.769       -0.913       -0.794       -0.120       -0.592       -0.277       -0.444       -0.357       -0.245
198406       -0.762       -1.051       -0.595       -0.767       -0.356       -0.431       -0.482       -0.589       -0.834       -0.496        0.358       -2.397       14.166       11.128       21.505       18.537       -0.532       -0.176       -0.498       -0.412        0.060       -0.813       -0.174       -0.509       -0.289       -0.125
198407       -0.547       -0.665       -0.425       -0.395       -0.292       -0.349        0.316       -0.548       -0.554       -0.458        0.372       -2.699        9.150        5.855       24.391       21.641       -0.505        0.048       -0.739        0.311        0.030       -0.495       -0.159       -0.488       -0.419       -0.211
198408       -0.544       -0.395       -0.471       -0.229       -0.318       -0.269       -0.148       -0.552       -0.442       -0.336        0.673       -4.858        6.848        3.329       24.323       19.408       -0.408       -0.117       -0.773       -0.132       -0.173       -0.207       -0.313       -0.493       -0.196        0.183
198409       -0.093       -0.368       -0.425       -0.350       -0.104       -0.167       -0.201       -0.506       -0.361       -0.299        0.777       -6.586        8.071        5.060       25.843       27.803       -0.358       -0.176       -0.067       -0.181       -0.262       -0.198       -0.278       -0.374       -0.281       -0.258
198410       -0.503       -0.650       -0.613       -0.634       -0.257       -0.494       -0.706       -0.411       -0.619       -0.490        0.365       -4.150       10.565        4.663       24.540       22.940       -0.449        0.034       -0.431       -0.628       -0.245       -0.405       -0.353       -0.336       -0.167       -0.209
198411       -0.136       -0.924       -0.771       -1.109       -0.246       -0.708       -0.656       -0.264       -0.776       -0.559        0.125       -1.198       12.794        5.470       24.583       23.742       -0.462       -0.894       -0.608       -0.685       -0.481       -0.615       -0.401       -0.216       -0.313       -0.218
198412       -0.459       -1.234       -0.855       -1.304       -0.353       -0.835       -0.610       -0.409       -0.995       -0.499        0.107       -0.288        9.253        3.023       21.916       19.256       -0.363       -0.809       -0.496       -0.630       -0.350       -0.892       -0.362       -0.291       -0.136        0.344
198501       -0.754       -1.262       -0.562       -1.165       -0.293       -0.825       -0.680       -0.191       -0.922       -0.498        0.181        0.000       13.707        5.466       19.447       16.349       -0.318       -0.652       -0.482       -0.721       -0.093       -1.037       -0.057       -0.193        0.001       -0.156
198502       -1.259       -0.914       -0.608       -0.716       -0.273       -0.661       -0.639       -0.312       -0.827       -0.443        0.277       -0.049       16.028        7.362       19.142       17.217       -0.320       -0.309       -0.285       -0.684       -0.077       -0.671       -0.242       -0.253       -0.100       -0.570
198503       -0.820       -0.747       -0.887       -0.741       -0.351       -0.656       -0.162       -0.311       -0.812       -0.809       -0.044       -0.243       21.377       15.796       18.685       16.058       -0.340       -0.274       -0.113       -0.173       -0.482       -0.392       -0.589       -0.260       -0.093       -0.461
198504       -1.292       -0.959       -0.962       -1.064       -0.346       -0.754       -0.007       -0.221       -0.997       -0.892       -0.056       -1.412       24.432       27.154       19.441       19.300       -0.418       -0.368       -0.140       -0.066       -0.360       -0.575       -0.578       -0.191       -0.149        0.285
198505       -1.666       -0.983       -0.809       -0.905       -0.223       -0.744       -0.129       -0.408       -0.987       -0.960        0.015       -0.731       21.128       22.658       21.482       20.401       -0.379       -0.266        0.091       -0.246       -0.116       -0.660       -0.416       -0.293        0.074       -0.156
198506       -1.114       -0.903       -0.759       -0.781       -0.319       -0.727       -0.533       -0.808       -0.867       -0.408       -0.127       -0.601       13.718       10.896       21.634       18.671       -0.207       -0.842       -0.409       -0.620       -0.080       -0.599       -0.398       -0.482       -0.378       -0.127
198507       -1.300       -0.987       -0.547       -0.628       -0.196       -0.710       -0.314       -0.440       -0.842       -0.167        0.042       -1.426        9.584        6.247       23.078       19.000       -0.221       -0.376       -0.048       -0.424        0.254       -0.768       -0.152       -0.280        0.095       -0.075
198508       -1.200       -0.863       -0.430       -0.539       -0.144       -0.677       -0.278       -0.468       -0.724       -0.128        0.022       -2.591        7.431        4.289       23.804       18.553       -0.464       -1.333       -0.463       -0.381        0.291       -0.691       -0.085       -0.357        0.060        0.357
198509       -0.956       -0.890       -0.376       -0.710       -0.002       -0.801       -0.012       -0.363       -0.688       -0.315        0.108       -2.422        8.857        5.317       26.246       26.708       -0.353       -1.509       -0.221       -0.070        0.227       -0.740       -0.020       -0.327        0.091        0.325
198510       -0.931       -0.771       -0.275       -0.445       -0.080       -0.674        0.060       -0.594       -0.587       -0.324        0.161       -3.084        7.927        3.585       25.235       23.370       -0.331       -1.861       -0.553        0.072        0.255       -0.661        0.034       -0.451       -0.084        0.644
198511       -0.810       -0.634       -0.208       -0.302        0.029       -0.639       -0.566       -0.344       -0.480       -0.193        0.102       -1.006        9.258        2.699       24.217       27.293       -0.345       -0.671        0.222       -0.505        0.125       -0.551        0.045       -0.373        0.560        0.416
198512       -0.431       -0.695       -0.133       -0.372        0.053       -0.599       -0.403       -0.226       -0.438       -0.365        0.064       -0.240       11.749        2.847       21.973       25.983       -0.331       -0.792       -0.189       -0.378        0.066       -0.642        0.145       -0.229        0.262       -0.288
198601       -0.009       -0.797       -0.169       -0.665        0.106       -0.569       -0.409       -0.433       -0.456       -0.723       -0.060        0.000        6.055        1.894       20.446       22.080       -0.358       -0.751       -0.416       -0.365        0.038       -0.730        0.150       -0.449        0.105       -0.115
198602       -0.042       -0.525       -0.138       -0.687        0.198       -0.389       -0.654       -0.279       -0.315       -0.668        0.210       -0.049       15.557        6.694       19.647       19.354       -0.318       -0.807       -0.663       -0.622       -0.025       -0.470        0.072       -0.328        0.192        0.180
198603       -0.676       -0.329       -0.046       -0.363        0.178       -0.282       -0.952       -0.470       -0.252       -0.771        0.154       -0.243       19.323        9.862       19.433       21.055       -0.351       -0.576       -0.474       -0.954        0.223       -0.310        0.085       -0.505        0.513        0.613
198604       -0.800       -0.282       -0.167       -0.222       -0.021       -0.352       -0.853       -0.248       -0.291       -0.749       -0.118       -1.655       23.035       24.897       20.827       20.047       -0.400       -0.501       -0.463       -0.838        0.163       -0.215       -0.054       -0.326        0.301        0.460
198605       -1.027       -0.513       -0.163       -0.406        0.180       -0.567       -0.440       -0.098       -0.427       -0.653        0.021       -0.487       20.891       27.575       22.054       26.435       -0.299       -0.231       -0.249       -0.409        0.149       -0.448        0.042       -0.200        0.224        0.497
198606       -0.934       -0.342       -0.022       -0.168        0.019       -0.392       -0.482       -0.092       -0.276       -0.608        0.235       -1.636       16.159       18.772       21.103       22.404       -0.437       -0.130       -0.053       -0.523        0.345       -0.333        0.115       -0.119        0.179        0.079
198607       -0.460       -0.027        0.081        0.001        0.050       -0.215       -0.315       -0.320       -0.030       -0.463        0.045       -0.848       11.016        9.017       23.504       24.344       -0.398       -0.672       -0.694       -0.325        0.250       -0.027        0.081       -0.204       -0.153        0.145
198608       -0.112        0.185        0.200        0.336        0.012        0.001       -0.434       -0.416        0.159       -0.535        0.052       -2.984        7.285        4.625       23.611       21.526       -0.469        0.639       -0.015       -0.491        0.277        0.106        0.125       -0.440        0.340        0.475
198609        0.137        0.267        0.316        0.514       -0.265        0.192       -0.149       -0.397        0.273       -0.297        0.139       -4.098        7.768        5.890       23.751       18.846       -0.491       -0.052       -0.660       -0.105        0.392        0.141        0.209       -0.466        0.616        0.577
198610        0.164        0.550        0.350        0.842       -0.082        0.433       -0.537       -0.293        0.427       -0.423       -0.071       -4.264       10.813        5.934       24.643       23.976       -0.483       -1.445       -1.043       -0.583        0.296        0.410        0.130       -0.294        0.221        0.570
198611        0.291        0.838        0.509        1.077       -0.214        0.616       -0.507        0.133        0.645       -0.518       -0.250       -0.672       15.986        8.793       22.723       21.132       -0.497       -1.497       -1.340       -0.527        0.417        0.635        0.174        0.007        0.735       -0.120
198612        0.503        0.948        0.415        1.150       -0.461        0.663       -0.050       -0.010        0.683       -0.854       -0.205        0.143       15.305        8.131       19.869       15.929       -0.470       -1.314       -1.114       -0.125        0.305        0.782        0.036       -0.016        0.025        0.401
198701        0.969        1.012        0.378        1.118       -0.342        0.659        0.039       -0.102        0.750       -0.391       -0.288        0.000       14.961        8.351       17.951       17.153       -0.223       -1.296       -1.064       -0.014        0.200        0.861       -0.027       -0.101        0.001        0.345
198702        0.996        1.140        0.597        1.137       -0.178        0.699        0.023       -0.222        0.904       -0.306       -0.074        0.049       17.527       10.218       16.772       12.800       -0.194       -1.235       -1.219       -0.034        0.430        0.901        0.141       -0.094       -0.217        0.064
198703        1.484        1.049        0.584        1.027       -0.171        0.695        0.082        0.035        0.908        0.126       -0.060        0.292       23.300       25.823       17.452       14.612       -0.055       -1.272       -1.048        0.060        0.206        0.816        0.165        0.158       -0.193        0.141
198704        1.544        0.876        0.254        0.683       -0.268        0.517        0.071       -0.128        0.696        0.301       -0.022        0.102       26.139       34.697       19.269       16.448        0.048       -1.289       -1.229        0.099       -0.101        0.775       -0.097        0.153       -0.447        0.069
198705        1.595        0.984        0.350        0.745       -0.155        0.599        0.015        0.325        0.793        0.395        0.167        0.438       24.574       38.278       20.970       21.838        0.025       -0.396       -0.391        0.013       -0.223        0.844       -0.043        0.326        0.101        0.319
198706        1.073        0.982        0.576        1.050       -0.206        0.675       -0.201        0.198        0.827        0.595        0.315        1.159       17.138       22.901       19.489       19.875        0.081        0.396        0.154       -0.237        0.166        0.752        0.183        0.208        0.051       -0.085
198707        1.032        1.229        0.643        1.401       -0.389        0.991       -0.487        0.196        0.969        0.262        0.321        2.276       14.030       15.251       21.232       17.589        0.157       -1.913       -1.771       -0.535        0.293        0.972        0.151        0.298       -0.158        0.185
198708        0.784        1.459        0.728        1.580       -0.213        1.110       -0.125        0.374        1.088        0.442        0.254        2.039       11.906       12.107       25.032       24.194        0.178       -3.074       -2.104       -0.119        0.255        1.167        0.145        0.351        0.305        0.285
198709        1.061        1.625        0.873        1.633       -0.112        1.234       -0.396        0.515        1.258        0.157       -0.004        2.461       13.476       14.735       23.433       24.204        0.098       -1.871       -1.477       -0.346        0.363        1.275        0.223        0.379        0.365        0.277
198710        1.379        1.187        0.921        1.280        0.003        1.052       -0.378        0.412        1.100        0.353        0.356        2.130       16.265       15.364       23.367       25.135       -0.073        0.206       -0.349       -0.298        0.202        0.819        0.446        0.320        0.404        0.226
198711        1.067        1.056        0.948        1.145        0.177        0.995        0.399        0.355        1.013        0.285        0.583        2.920       17.842       13.044       24.964       28.786       -0.094       -0.534       -0.502        0.428        0.290        0.676        0.526        0.275        0.104        0.253
198712        0.596        1.019        0.848        0.979        0.203        0.880        0.404        0.278        0.903        0.524        0.162        1.402       16.905        9.275       22.222       24.880        0.012       -1.267       -0.749        0.462        0.260        0.680        0.440        0.120        0.061        0.727
198801        0.061        0.674        0.719        0.893        0.155        0.595        0.926        0.340        0.626        0.050        0.363        0.435       19.491       12.517       21.278       22.394       -0.105       -1.017       -0.434        0.995        0.360        0.386        0.450        0.300        0.225        0.370
198802       -0.227       -0.008        0.539        0.285        0.184        0.248        0.651        0.418        0.191       -0.106        0.308        0.000       23.306       22.422       20.999       23.245       -0.128       -0.991       -0.661        0.765        0.426       -0.008        0.539        0.528       -0.126       -0.922
198803       -0.712       -0.107        0.258        0.143        0.106        0.115        0.583        0.377       -0.024        0.175        0.566        0.291       26.017       33.513       21.039       22.324       -0.075       -0.893       -0.705        0.676        0.330       -0.107        0.258        0.464        0.049       -1.521
198804       -0.704       -0.556       -0.181       -0.336        0.076       -0.131        0.164        0.322       -0.420        0.384        0.264       -0.048       26.757       39.926       22.110       25.687       -0.003       -0.830       -0.679        0.201        0.085       -0.484        0.041        0.287        0.191       -0.781
198805       -1.005       -1.473       -0.455       -1.129       -0.073       -0.584       -0.205       -0.200       -1.008        0.220        0.531        0.197       23.579       30.788       23.225       25.481        0.071       -0.749       -0.470       -0.151        0.071       -1.292        0.135        0.025       -0.558       -0.303
198806       -1.443       -2.051       -0.704       -1.602       -0.059       -0.983       -0.350        0.056       -1.438        0.340        0.426       -0.194       17.515       21.148       24.183       26.612        0.040       -1.692       -0.799       -0.233        0.116       -1.770        0.116        0.056       -0.072       -0.140
198807       -1.257       -1.935       -0.772       -1.621        0.056       -1.211       -0.008        0.059       -1.388        0.298        0.360        1.121       12.708       13.714       25.203       30.269       -0.060       -0.437       -0.364        0.056       -0.074       -1.626        0.002        0.092        0.021       -0.251
198808       -1.396       -1.453       -0.625       -1.168        0.074       -0.962       -0.464        0.317       -1.110       -0.073        0.524       -1.413       12.102       12.794       25.274       29.097       -0.180        0.063       -0.051       -0.427       -0.106       -1.203       -0.044        0.284       -0.006       -0.193
198809       -1.238       -1.121       -0.810       -1.009       -0.139       -0.917       -0.058        0.190       -1.007       -0.110        0.128       -3.063       13.063       13.673       26.403       29.552       -0.212        0.136       -0.336        0.003       -0.446       -0.796       -0.362        0.330       -0.430       -0.810
198810       -1.177       -1.526       -1.508       -1.849       -0.282       -1.337        0.056        0.037       -1.481       -0.278        0.185       -2.623       15.892       12.208       27.297       29.563       -0.213        0.102       -0.179        0.090       -0.872       -0.922       -0.898        0.205       -0.445       -0.965
198811       -0.935       -1.596       -1.577       -1.971       -0.341       -1.368       -0.490       -0.121       -1.516       -0.235        0.074       -0.572       16.339        7.486       25.017       26.543       -0.128        0.123        0.028       -0.486       -0.876       -0.965       -0.939       -0.026       -0.254       -0.213
198812       -0.804       -1.577       -1.659       -1.924       -0.483       -1.314       -0.610       -0.000       -1.526       -0.242        0.262       -0.240       15.407        7.032       21.317       19.454       -0.182        0.061       -0.017       -0.598       -0.761       -0.913       -1.028       -0.022        0.112       -0.159
198901       -0.294       -1.436       -1.629       -1.967       -0.436       -1.339        0.085       -0.345       -1.390       -0.262        0.476        0.048       13.298        6.001       19.616       19.395       -0.201        0.223        0.348        0.063       -1.173       -0.784       -1.054       -0.229       -0.434        0.261
198902       -0.024       -0.967       -1.422       -1.460       -0.385       -0.963        0.111       -0.339       -1.049       -0.266        0.125       -0.049       18.386        8.622       18.265       15.101       -0.140        0.178        0.521        0.091       -1.038       -0.398       -1.036       -0.214        0.182       -0.295
198903       -0.144       -0.964       -1.028       -1.159       -0.153       -0.885        0.010       -0.308       -0.901       -0.580        0.162       -0.243       22.340       17.000       18.939       17.157       -0.255        0.627        0.630       -0.027       -0.610       -0.553       -0.642       -0.201       -0.109       -0.667
198904       -0.081       -0.758       -0.830       -0.964       -0.110       -0.682        0.159       -0.445       -0.714       -0.837        0.084       -1.560       22.762       22.893       21.276       21.185       -0.340        0.474        0.337        0.131       -0.567       -0.426       -0.527       -0.377       -0.109       -0.310
198905       -1.028       -0.742       -0.619       -0.747       -0.147       -0.645       -0.022       -0.480       -0.723       -0.648        0.167       -0.684       21.335       22.191       22.087       22.413       -0.197        0.209        0.396        0.031       -0.182       -0.494       -0.323       -0.364       -0.342       -0.082
198906       -0.948       -0.215       -0.730       -0.449       -0.320       -0.459       -0.166       -0.574       -0.504       -0.279        0.194       -1.565       15.094       13.106       24.192       23.438        0.026        0.269        0.310       -0.082       -0.246        0.077       -0.644       -0.450       -0.565        0.318
198907       -0.727       -0.351       -0.669       -0.462       -0.107       -0.513       -0.017       -0.308       -0.521        0.156        0.151       -1.001       10.330        6.705       25.852       27.674        0.086       -0.745        0.039       -0.027       -0.367       -0.083       -0.529       -0.284        0.014        0.732
198908       -0.298       -0.383       -0.614       -0.509       -0.165       -0.554       -0.563       -0.385       -0.468        0.392        0.382       -1.897        7.966        5.528       25.707       23.951        0.010        0.794        0.313       -0.516       -0.409       -0.137       -0.461       -0.275       -0.506        1.006
198909       -0.641       -0.337       -0.388       -0.312       -0.029       -0.450       -0.158       -0.149       -0.391       -0.110        0.303       -2.237       10.327        7.561       25.796       27.977       -0.220        0.505        0.091       -0.143       -0.194       -0.182       -0.253       -0.106       -0.379        0.244
198910       -0.482       -0.372       -0.324       -0.358        0.027       -0.493       -0.274       -0.278       -0.365       -0.091        0.156       -3.392       13.642        7.825       25.647       29.028       -0.228        0.960        0.391       -0.294       -0.149       -0.243       -0.175       -0.163       -0.583        0.571
198911       -0.260       -0.523       -0.399       -0.378       -0.209       -0.476       -0.445       -0.023       -0.444       -0.184       -0.084       -0.430       15.596        8.702       23.840       23.492       -0.177        0.585        0.609       -0.503       -0.048       -0.364       -0.190        0.039       -0.269        0.186
198912       -0.443       -0.352       -0.023       -0.099       -0.074       -0.347       -0.528        0.021       -0.228        0.126       -0.462        0.191       16.137        8.724       21.355       21.972       -0.182        0.715        0.386       -0.609        0.308       -0.342        0.118        0.067       -0.224       -0.072
199001       -0.442       -0.299        0.232        0.006        0.106       -0.234       -0.467        0.096       -0.099       -0.228       -0.536        0.048       15.678        7.596       19.885       19.650       -0.216        0.651        0.522       -0.518        0.410       -0.299        0.232       -0.048        0.377        0.512
199002       -0.072        0.007        0.467        0.223        0.100        0.048        0.185        0.244        0.185        0.052       -0.168       -0.049       19.790       17.038       18.913       20.618       -0.114        0.473        0.557        0.189        0.285       -0.180        0.464        0.213       -0.090       -0.292
199003       -0.368       -0.234        0.420        0.094        0.116       -0.152        0.337        0.124        0.017        0.110       -0.010        0.047       22.715       22.767       19.277       19.441       -0.125        0.816        0.701        0.293        0.465       -0.234        0.420        0.037        0.012       -0.205
199004       -0.456        0.001        0.289        0.188        0.088       -0.066       -0.206        0.051        0.068        0.177        0.292       -0.001       24.010       31.561       20.776       22.220       -0.105        0.381        0.320       -0.271        0.369       -0.114        0.288       -0.008       -0.218       -0.169
199005       -0.112        0.250        0.107        0.204        0.065       -0.042       -0.225       -0.075        0.152        0.142       -0.178        0.094       22.489       32.009       22.014       24.767       -0.116        0.503        0.574       -0.277        0.174        0.207        0.007        0.034       -0.554       -0.192
199006       -0.179        0.072        0.127        0.053        0.182       -0.107       -0.034       -0.211        0.067       -0.129        0.093        0.692       15.686       18.073       22.545       24.768       -0.181        0.346        0.571       -0.077        0.222        0.021        0.099       -0.149       -0.391        0.191
199007       -0.602        0.109        0.188        0.205        0.142       -0.071       -0.033       -0.007        0.064        0.042       -0.173       -0.466       11.086       11.118       23.781       25.705       -0.171        0.981        0.944       -0.048        0.388        0.033        0.145       -0.040        0.052       -0.098
199008       -0.456        0.129        0.271        0.241        0.119        0.017       -0.258       -0.115        0.123        0.118       -0.307       -0.677        9.794        6.628       25.087       25.272       -0.042        1.142        0.833       -0.324        0.453        0.020        0.220       -0.126       -0.250        0.187
199009       -0.505        0.086        0.323        0.212        0.077        0.001        0.186       -0.144        0.118        0.287       -0.196        0.526       10.279        7.313       24.433       24.464        0.069        0.256        0.397        0.044        0.705       -0.043        0.288       -0.132       -0.351        0.468
199010       -0.723       -0.119        0.503        0.261        0.211       -0.051        0.056       -0.191        0.068        0.285        0.028        1.120       14.319        9.560       25.254       28.287        0.037        0.768        0.711        0.042        0.840       -0.119        0.503       -0.039       -0.885        0.398
199011       -0.673       -0.132        0.624        0.183        0.160       -0.103        0.194       -0.091        0.116        0.154        0.105        0.243       14.236        8.395       23.688       26.528       -0.077        1.937        1.276        0.228        0.868       -0.132        0.624       -0.037       -0.544       -0.083
199012       -0.524       -0.053        0.729        0.394        0.038        0.002        0.267        0.038        0.214       -0.050        0.151       -0.048       17.052       10.131       19.998       22.047       -0.116        2.402        1.768        0.287        0.953       -0.053        0.729        0.141       -0.268       -0.578
199101       -0.488        0.119        0.650        0.481        0.127        0.051       -0.016        0.284        0.269       -0.126       -0.066        0.096       17.501       12.165       17.818       20.993       -0.178        2.181        1.642        0.024        0.895       -0.140        0.602        0.156        0.069       -0.324
199102       -0.306        0.003        0.621        0.326        0.138        0.005       -0.111        0.148        0.221       -0.088       -0.125        0.000       19.042       13.921       17.619       17.718       -0.082        1.980        1.331       -0.054        0.887       -0.245        0.620        0.077        0.074        0.044
199103       -0.135       -0.108        0.445        0.086        0.048       -0.105        0.190        0.140        0.114       -0.458       -0.070        0.241       23.114       24.870       17.690       17.803       -0.144        1.220        1.176        0.231        0.694       -0.108        0.445        0.111       -0.029       -0.061
199104       -0.213        0.047        0.514        0.299        0.191        0.097        0.842        0.380        0.209       -0.451        0.160        0.047       25.094       37.271       19.858       21.229       -0.225        0.970        1.049        0.880        0.677       -0.158        0.495        0.168        0.726       -0.010
199105       -0.172        0.332        0.616        0.391        0.161        0.292        0.110        0.429        0.392       -0.501        0.208        0.044       24.252       36.757       20.844       23.177       -0.297        0.349        0.680        0.140        0.744        0.086        0.483        0.229        0.909        0.135
199106        0.299        0.789        0.558        0.657        0.142        0.574        0.836        0.197        0.642       -0.432        0.256        0.337       16.228       19.528       22.864       26.583       -0.314        0.824        1.157        0.888        0.478        0.565        0.243        0.093        0.526       -0.343
199107        0.595        0.942        0.609        0.875        0.194        0.703        0.730        0.177        0.769       -0.562       -0.067        0.150       12.683       12.416       25.309       31.236       -0.299        0.172        0.958        0.777        0.340        0.699        0.232        0.086        0.328       -0.215
199108        0.346        0.529        0.611        0.695        0.163        0.501        0.225        0.005        0.542       -0.557       -0.122       -1.269        9.948        9.493       25.737       29.621       -0.211       -0.834        0.128        0.313        0.474        0.285        0.399       -0.005       -0.006       -0.313
