                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
196711       -1.766       -1.130       -0.227       -0.553       -0.396       -0.980       -0.392       -0.341       -0.832       -0.665       -0.743       -0.765        9.449        2.369       21.182       14.555       -0.322       -0.578       -0.078       -0.410        0.899       -1.039        0.225       -0.417        0.578       -0.144
196712       -1.848       -1.205       -0.294       -0.618       -0.386       -0.998       -0.714       -0.320       -0.904       -0.658       -0.448       -0.096       10.947        3.566       19.181       13.722       -0.317        0.013        0.484       -0.730        0.768       -1.087        0.188       -0.408        0.271       -0.317
196801       -1.553       -1.398       -0.379       -0.867       -0.256       -1.101       -0.840       -0.557       -1.001       -0.628       -0.377        0.000        3.642        0.749       17.072       12.062       -0.348        0.433        0.615       -0.820        0.645       -1.246        0.181       -0.703        0.128        0.048
196802       -1.309       -1.557       -0.375       -1.059       -0.210       -1.126       -1.268       -0.377       -1.049       -0.430       -0.584       -0.049       11.179        3.286       13.790        9.347       -0.267        0.900        0.732       -1.231        0.684       -1.407        0.248       -0.653        0.478        1.160
196803       -1.465       -1.388       -0.444       -0.904       -0.194       -1.074       -1.152       -0.672       -1.013       -0.362       -0.562       -0.243       16.773        6.965       16.787       12.548       -0.330        0.909        0.551       -1.087        0.490       -1.210        0.111       -0.743        0.003        1.268
196804       -1.642       -0.991       -0.286       -0.613       -0.318       -0.831       -0.776       -0.618       -0.776       -0.336       -0.284       -1.604       20.788       17.425       19.031       12.674       -0.323        1.112        0.722       -0.772        0.525       -0.877        0.111       -0.703        0.136        0.896
196805       -1.808       -1.127       -0.434       -0.625       -0.336       -0.893       -0.918       -0.621       -0.919       -0.574       -0.318       -1.025       18.117       17.125       19.702       15.194       -0.434        1.511        0.700       -0.846        0.400       -0.954        0.017       -0.683        0.146        0.709
196806       -1.468       -0.319        0.092        0.277        0.016       -0.278       -1.229       -0.439       -0.277       -0.816       -0.408       -2.352       14.213       11.461       23.876       25.595       -0.614        0.894        0.029       -1.116        0.571       -0.319        0.092       -0.535        0.108        0.900
196807       -0.782        0.179       -0.169        0.388       -0.094       -0.110       -0.936       -0.479       -0.067       -0.727       -0.218       -1.476        9.827        6.352       24.999       25.392       -0.634        0.343       -0.261       -0.906        0.113        0.179       -0.169       -0.590        0.049        1.186
196808       -0.292        0.050       -0.059        0.171       -0.137       -0.176       -0.373       -0.401       -0.032       -0.598       -0.155       -2.492        6.639        3.981       25.011       21.210       -0.594       -0.648       -0.473       -0.377        0.145        0.050       -0.059       -0.541       -0.007        0.986
196809        0.235       -0.100       -0.086       -0.006       -0.137       -0.183       -0.758       -0.462       -0.058       -0.509       -0.062       -0.313        6.487        4.698       23.864       22.049       -0.441       -0.739       -0.543       -0.840        0.111       -0.066       -0.046       -0.512       -0.468        1.142
196810       -0.240        0.014        0.046        0.074        0.048       -0.151       -0.739       -0.230       -0.001       -0.334        0.059       -0.183       12.472        5.998       23.258       24.448       -0.254        0.423       -0.017       -0.729        0.261       -0.004        0.040       -0.369       -0.061        0.818
196811       -0.203        0.126        0.528        0.570       -0.086        0.098       -1.029       -0.256        0.254       -0.225        0.133        0.334       11.588        3.694       23.180       21.922       -0.240       -0.017       -0.412       -1.033        0.794       -0.086        0.478       -0.421        0.067       -0.003
196812        0.042        0.426        0.713        0.702       -0.019        0.274       -0.676       -0.244        0.501       -0.076        0.022       -0.048       10.506        3.087       19.863       20.437       -0.279        0.618       -0.146       -0.646        0.762        0.140        0.543       -0.348        0.081       -0.230
196901       -0.170        0.440        0.992        0.940        0.088        0.448       -0.375       -0.028        0.598        0.101       -0.169        0.000       13.524        5.639       17.403       18.638       -0.201        1.489        0.720       -0.325        1.060        0.044        0.816       -0.188        0.107       -0.228
196902       -0.635        0.317        1.160        1.110       -0.022        0.420        0.146       -0.050        0.556        0.576        0.196        0.000       18.066       10.082       16.308       14.926       -0.094        1.098        0.869        0.234        1.282       -0.147        1.033       -0.116        0.005       -0.414
196903        0.410        0.270        0.739        0.585       -0.031        0.238       -0.117        0.025        0.476        0.943        0.097        1.074       22.923       21.671       17.785       17.519       -0.042        0.507        0.568       -0.003        0.659       -0.026        0.631       -0.023        0.091       -0.766
196904        0.899        0.294        0.572        0.421        0.065        0.184       -0.277        0.052        0.473        0.576        0.007        0.438       25.944       34.989       20.392       20.691       -0.120        0.716        0.839       -0.187        0.345        0.065        0.454        0.102       -0.118       -0.743
196905        1.423        0.564        0.491        0.477        0.022        0.298        0.045       -0.044        0.628        0.374       -0.201        1.390       22.637       31.935       22.041       22.368       -0.299        0.631        0.696        0.100        0.028        0.367        0.266        0.037       -0.075       -0.274
196906        1.048        0.355        0.139        0.103        0.000        0.167       -0.305       -0.456        0.343       -0.096       -0.550        2.843       14.792       15.406       22.070       23.874       -0.447       -0.043       -0.256       -0.283       -0.137        0.300       -0.003       -0.267       -0.385       -0.088
196907        0.305        0.023       -0.006       -0.097       -0.046       -0.004       -0.107       -0.491        0.042        0.001       -0.562        3.243       10.950        7.793       23.516       24.583       -0.360        0.243        0.027       -0.004       -0.041        0.023       -0.006       -0.307       -0.307       -0.149
196908       -0.142        0.248        0.270        0.184        0.124        0.143        0.112       -0.327        0.215       -0.082       -0.436        0.037        9.251        6.572       25.921       28.886       -0.405        0.834        0.575        0.138        0.266        0.140        0.171       -0.202       -0.206       -0.717
196909        0.003        0.419        0.502        0.423        0.272        0.199        0.164       -0.366        0.407       -0.120       -0.436        0.061        9.690        7.019       26.102       32.270       -0.360        0.040        0.454        0.201        0.369        0.218        0.334       -0.232       -0.107       -0.537
196910        0.526        0.566        0.674        0.667        0.193        0.488       -0.646       -0.034        0.605       -0.311       -0.467       -0.624       12.880        7.995       24.594       29.515       -0.409       -1.399       -1.177       -0.572        0.284        0.296        0.448       -0.072        0.494       -0.300
196911        0.507        0.578        0.623        0.481        0.156        0.425       -0.994       -0.108        0.589        0.038       -0.369        1.590       14.291        5.462       24.330       28.406       -0.311       -0.700       -1.034       -0.905        0.210        0.329        0.392       -0.116        0.184       -0.714
196912        0.475        0.662        0.481        0.420        0.051        0.348       -0.934       -0.103        0.568        0.149       -0.490       -0.096       15.092        6.547       22.075       25.320       -0.242       -0.290       -0.811       -0.868        0.060        0.469        0.216       -0.056        0.126       -1.235
197001        0.396        0.413        0.284        0.278        0.049        0.208       -0.806        0.185        0.359        0.389       -0.608        0.000       17.347       10.082       20.248       22.486       -0.227       -0.544       -0.683       -0.729        0.033        0.300        0.119        0.099        0.412       -1.267
197002       -0.268       -0.000        0.385        0.210        0.124       -0.027       -0.740        0.039        0.127        0.378       -0.637        0.000       19.177       11.683       18.783       19.037       -0.227        0.285       -0.443       -0.647        0.342       -0.000        0.385       -0.019        0.263       -0.990
197003       -1.107       -0.341        0.123       -0.092       -0.011       -0.238       -1.014        0.118       -0.236        0.621       -0.613       -0.145       23.709       23.838       19.509       20.937       -0.191       -0.269       -0.640       -0.884        0.270       -0.341        0.123        0.095        0.238       -1.623
197004       -0.844       -0.435        0.120        0.031       -0.322       -0.197       -0.816        0.081       -0.254        0.334       -0.637        0.100       25.097       33.215       20.277       16.937       -0.198       -0.249       -0.271       -0.708        0.457       -0.435        0.120        0.005        0.246       -1.149
197005       -1.542       -0.888        0.069       -0.182       -0.304       -0.384       -0.611       -0.022       -0.570        0.305       -0.579       -0.437       21.380       29.056       21.596       20.017       -0.285        0.457        0.139       -0.430        0.594       -0.888        0.069       -0.119        0.392       -0.972
197006       -1.790       -1.336       -0.174       -0.558       -0.402       -0.742       -0.636       -0.272       -0.913       -0.029       -0.803       -1.714       15.091       17.333       22.359       19.738       -0.471       -0.229       -0.317       -0.541        0.624       -1.267        0.361       -0.224       -0.267       -0.518
197007       -2.352       -1.809       -0.297       -0.972       -0.219       -1.046       -0.362       -0.226       -1.253       -0.396       -0.602       -0.765       11.935       10.430       23.096       21.567       -0.609        0.432        0.387       -0.331        0.694       -1.690        0.426       -0.145       -0.194       -0.682
197008       -1.812       -1.716       -0.756       -1.240       -0.336       -1.245       -0.173       -0.050       -1.336       -0.423       -0.590       -2.701       10.225        8.622       24.619       21.071       -0.518        1.699        1.191       -0.129        0.243       -1.413       -0.070       -0.097        0.147       -0.263
197009       -1.427       -1.288       -0.987       -1.088       -0.353       -1.143       -0.329       -0.328       -1.181       -0.376       -0.511       -2.711        9.794        6.845       23.975       21.988       -0.473        0.764        0.547       -0.327       -0.153       -0.894       -0.472       -0.298       -0.234        0.031
197010       -1.174       -1.230       -1.032       -1.080       -0.462       -1.188       -0.423       -0.440       -1.143       -0.397       -0.684       -1.923       11.651        5.983       25.806       23.274       -0.412        0.896        0.422       -0.312       -0.398       -0.817       -0.540       -0.355       -0.433        0.096
197011       -1.199       -1.399       -0.978       -1.061       -0.367       -1.320       -0.863       -0.457       -1.206       -0.322       -0.503       -0.717        8.612        2.431       23.253       25.484       -0.387        1.275        0.817       -0.774       -0.377       -1.008       -0.419       -0.423       -0.207        0.577
197012       -1.229       -1.289       -1.384       -1.295       -0.582       -1.396       -1.199       -0.555       -1.321       -0.230       -0.626       -0.288        4.373        1.786       19.697       18.747       -0.350        1.599        1.252       -1.118       -0.586       -0.736       -0.868       -0.513       -0.086        0.570
197101       -1.408       -1.580       -1.575       -1.738       -0.550       -1.549       -0.943       -0.388       -1.559       -0.157       -0.313        0.000        5.539        2.175       17.785       16.936       -0.358        1.085        0.934       -0.899       -0.737       -0.950       -0.943       -0.418        0.165        0.592
197102       -1.579       -1.562       -1.275       -1.557       -0.427       -1.468       -1.084       -0.607       -1.447       -0.262       -0.248       -0.049        5.438        1.486       16.906       14.709       -0.409        1.510        0.993       -1.048       -0.399       -1.052       -0.651       -0.733        0.111        0.074
197103       -1.354       -1.249       -1.180       -1.312       -0.485       -1.311       -1.027       -0.520       -1.233       -0.557       -0.353       -0.243       16.084        8.276       16.816       13.234       -0.460        1.206        0.822       -1.044       -0.284       -0.777       -0.680       -0.678        0.507        0.338
197104       -0.620       -0.933       -0.987       -1.076       -0.440       -1.099       -0.670       -0.293       -0.921       -0.738       -0.109       -2.236       22.105       22.493       18.123       13.574       -0.537        1.044        0.858       -0.729       -0.239       -0.538       -0.614       -0.508        0.673        0.737
197105       -1.077       -1.022       -0.896       -0.861       -0.524       -1.065       -0.722       -0.472       -0.977       -0.857        0.048       -1.609       19.871       19.520       20.504       14.778       -0.524        0.682        0.397       -0.753       -0.027       -0.664       -0.487       -0.561        0.261        0.410
197106       -1.403       -1.119       -0.955       -0.996       -0.727       -1.217        0.399       -0.551       -1.083       -1.115       -0.222       -2.653       13.481        9.773       21.628       14.951       -0.608        0.581        0.297        0.460        0.011       -0.737       -0.507       -0.586        0.079        0.201
197107       -0.979       -1.004       -1.030       -1.055       -0.656       -1.048        0.419       -0.545       -1.012       -0.831       -0.593       -1.676        8.868        5.420       23.304       16.159       -0.581        0.913        1.209        0.391       -0.123       -0.592       -0.628       -0.513       -0.115        0.184
197108       -1.222       -1.301       -1.100       -1.089       -0.643       -1.250       -0.036       -0.498       -1.210       -0.732       -0.532       -4.419        6.845        4.276       24.284       16.784       -0.733       -0.237        0.082       -0.082       -0.154       -0.861       -0.579       -0.428       -0.407        0.071
197109       -1.239       -1.063       -1.337       -1.017       -0.719       -1.253       -0.574       -0.555       -1.194       -0.589       -0.389       -5.654        6.930        4.062       20.658       16.343       -0.590       -0.664       -0.120       -0.696       -0.452       -0.528       -0.912       -0.447       -0.315       -0.012
197110       -1.327       -1.296       -1.191       -1.208       -0.647       -1.416       -0.423       -0.794       -1.256       -0.486       -0.688       -4.552        5.401        2.484       24.473       16.676       -0.370       -1.011       -0.520       -0.458       -0.300       -0.819       -0.672       -0.624       -0.557        0.059
197111       -0.810       -1.232       -0.837       -1.076       -0.409       -1.253       -0.546       -0.510       -1.026       -0.323       -0.959       -1.199        5.763        1.046       23.013       20.432       -0.325       -0.248       -0.014       -0.531       -0.215       -0.897       -0.344       -0.585        0.117       -0.160
197112       -1.056       -1.438       -0.579       -1.194       -0.291       -1.383       -0.568       -0.466       -1.047       -0.603       -1.141       -0.240        5.242        1.070       20.577       18.145       -0.453        0.289        0.446       -0.511        0.054       -1.206       -0.004       -0.501        0.340       -0.519
197201       -0.365       -0.735       -0.608       -0.926       -0.351       -0.697       -0.149       -0.270       -0.643       -0.519       -0.395        0.000        8.753        2.982       18.076       14.465       -0.451        0.178        0.552       -0.116       -0.376       -0.492       -0.314       -0.326        0.486       -0.944
197202        0.489       -0.511       -0.218       -0.442       -0.305       -0.424       -0.235       -0.326       -0.283       -0.500       -0.264       -0.049       13.577        5.165       16.909       14.057       -0.461        0.451        0.681       -0.172       -0.222       -0.424       -0.013       -0.389       -0.125       -0.830
197203        0.582       -0.235       -0.040       -0.150       -0.112       -0.473       -0.662       -0.581       -0.066       -0.795       -0.362       -0.097       18.557        8.683       17.734       14.544       -0.557        0.847        0.829       -0.678        0.113       -0.219        0.054       -0.619        0.115       -0.688
197204        0.620        0.115        0.281        0.181       -0.185       -0.162       -0.711       -0.512        0.238       -0.648       -0.337        0.097       22.342       20.222       18.059       15.064       -0.468        1.334        1.093       -0.768        0.387        0.003        0.235       -0.494        0.094       -0.087
197205        0.805        0.313        0.270        0.498       -0.417       -0.004        0.090       -0.256        0.349       -0.794       -0.270        0.046       20.104       23.254       16.736       13.875       -0.687        1.434        1.199        0.053        0.344        0.205        0.145       -0.318        0.406       -0.095
197206        1.766        0.734        0.268        0.588       -0.413        0.263       -0.346        0.109        0.657       -0.708       -0.182       -1.129       16.217       18.592       18.280       14.587       -0.745        1.620        1.325       -0.290        0.058        0.627       -0.026       -0.097        0.947       -0.115
197207        1.961        1.322        0.293        0.958       -0.469        0.644       -0.355       -0.113        0.973       -0.676       -0.128       -0.834       11.791        7.994       19.208       11.602       -0.693        0.821        0.780       -0.395       -0.000        1.205       -0.236       -0.278        0.662        0.166
197208        2.257        1.644        0.100        1.107       -0.668        0.901       -0.741       -0.038        1.083       -0.771       -0.021       -3.139        7.870        5.474       20.207        9.406       -0.820        0.267       -0.118       -0.815       -0.266        1.604       -0.558       -0.157        0.654        0.182
197209        1.174        1.391        0.216        1.213       -0.679        0.794       -0.453        0.149        0.890       -0.726       -0.014       -4.033       11.916        7.657       22.468       13.669       -0.714        0.044       -0.222       -0.491        0.027        1.305       -0.341        0.001        0.878       -0.002
197210        1.279        1.760        0.519        1.582       -0.537        1.001       -0.834        0.139        1.203       -0.378        0.111       -1.313       15.066        9.773       21.843       15.433       -0.636       -0.186       -0.475       -0.833        0.173        1.553       -0.185        0.102        0.974       -0.297
197211        1.269        2.042        0.669        1.969       -0.497        1.177       -0.312        0.354        1.400       -0.383        0.261        0.194       16.354       11.930       20.721       16.343       -0.582       -0.632       -0.571       -0.339        0.232        1.775       -0.148        0.181        0.977       -0.995
197212        1.825        2.268        0.766        2.116       -0.541        1.414       -0.360        0.415        1.609       -0.626        0.632        0.384       17.681       12.831       18.505       16.948       -0.551        0.287       -0.007       -0.374        0.171        1.962       -0.142        0.225        0.613       -0.990
197301        1.225        1.772        0.751        1.776       -0.445        1.141        0.206        0.310        1.297       -0.593        0.649        0.098       18.085       12.347       17.372       17.455       -0.511       -0.037       -0.187        0.210        0.331        1.471        0.042        0.189        0.464       -0.712
197302        0.227        0.792        0.494        1.198       -0.510        0.630        0.179        0.132        0.610       -0.455        0.499        0.049       18.913       13.090       17.374       16.164       -0.402        0.431        0.110        0.213        0.529        0.595        0.177        0.050       -0.071       -0.605
197303       -0.449        0.129        0.131        0.311       -0.337        0.159        0.039        0.059        0.067       -0.592        0.393        0.339       22.975       23.329       17.203       18.792       -0.366        0.161        0.190        0.049        0.444        0.077        0.079        0.027        0.209       -0.200
197304       -0.946       -0.733       -0.197       -0.467       -0.415       -0.342        0.634        0.047       -0.538       -0.416        0.466        0.053       24.720       33.891       18.825       18.418       -0.327        0.270        0.201        0.620        0.385       -0.655        0.097        0.056        0.160        0.184
197305       -1.137       -1.226       -0.273       -0.847       -0.314       -0.630       -0.062       -0.203       -0.829       -0.262        0.623       -0.193       21.664       26.858       21.311       19.669       -0.352        0.574        0.484       -0.045        0.294       -1.117        0.217       -0.206        0.189        0.189
197306       -1.417       -1.290       -0.643       -1.045       -0.277       -0.890       -0.780       -0.313       -1.041       -0.347        0.482       -1.497       15.384       14.358       21.748       21.079       -0.361        0.379        0.350       -0.782        0.084       -1.033       -0.127       -0.259       -0.057       -0.200
197307       -1.164       -1.535       -0.880       -1.421       -0.341       -1.073       -0.596       -0.245       -1.228       -0.379        0.383       -0.531       10.916        7.902       22.235       19.374       -0.365        0.525        0.259       -0.638       -0.114       -1.183       -0.266       -0.212       -0.049        0.170
197308       -1.572       -1.599       -1.196       -1.608       -0.414       -1.166       -0.262       -0.329       -1.432       -0.444        0.282       -3.239        8.561        5.912       24.254       19.716       -0.500        0.082        0.098       -0.333       -0.328       -1.120       -0.557       -0.212       -0.392        0.053
197309       -1.281       -1.548       -1.374       -1.664       -0.478       -1.294        0.243       -0.165       -1.448       -0.521        0.491       -2.673       10.194        8.119       25.549       22.504       -0.378       -0.582       -0.297        0.170       -0.509       -0.999       -0.755       -0.093       -0.371       -0.097
197310       -1.123       -1.654       -1.518       -1.937       -0.554       -1.383        0.002       -0.183       -1.541       -0.645        0.330       -2.816       12.454        8.289       24.919       20.896       -0.422        0.691        0.139        0.034       -0.616       -1.047       -0.856       -0.119       -0.135       -0.045
197311       -1.136       -1.747       -1.775       -2.288       -0.589       -1.553       -0.605       -0.340       -1.692       -0.526        0.304       -0.814       11.896        3.876       23.873       20.025       -0.419        0.686        0.397       -0.536       -0.861       -1.038       -1.076       -0.278       -0.017        0.005
197312       -1.200       -1.823       -1.921       -2.224       -0.493       -1.684       -1.026       -0.574       -1.795       -0.375        0.141       -0.288        5.021        1.707       20.843       20.481       -0.407        0.816        0.641       -0.923       -0.940       -1.055       -1.192       -0.512       -0.003        0.465
197401       -1.292       -1.806       -1.915       -2.093       -0.552       -1.826       -1.168       -0.744       -1.794       -0.423        0.082        0.000        2.308        0.937       16.796       12.191       -0.365        1.232        0.819       -1.150       -0.838       -1.040       -1.193       -0.703        0.307        1.003
197402       -1.258       -1.337       -1.367       -1.640       -0.446       -1.379       -0.976       -0.746       -1.341       -0.719       -0.175       -0.049        3.579        1.469       15.218       10.920       -0.382        1.505        0.993       -0.918       -0.547       -0.790       -0.832       -0.784        0.404        1.421
197403       -0.772       -0.917       -1.025       -1.388       -0.202       -1.174       -0.837       -0.654       -0.945       -1.080       -0.114       -0.243       16.449        6.481       16.985       12.681       -0.512        1.090        0.893       -0.808       -0.397       -0.507       -0.658       -0.721        0.569        1.224
197404       -0.357       -0.707       -1.017       -1.241       -0.407       -1.009       -0.506       -0.639       -0.795       -1.507        0.122       -0.732       21.828       18.030       18.384       13.356       -0.663        0.701        0.486       -0.519       -0.375       -0.301       -0.734       -0.626        0.252        1.099
197405       -0.078       -0.796       -0.972       -1.168       -0.483       -0.986       -0.461       -0.585       -0.789       -1.314        0.363       -1.023       19.290       20.021       19.600       14.664       -0.704        0.325        0.242       -0.486       -0.571       -0.407       -0.653       -0.513        0.072        0.663
197406       -0.662       -0.718       -0.889       -1.060       -0.440       -1.048       -0.030       -0.427       -0.782       -1.062        0.078       -2.153       14.562       11.254       22.098       16.151       -0.731       -0.043       -0.093       -0.069       -0.343       -0.362       -0.602       -0.413        0.397        0.551
197407       -0.546       -0.478       -0.979       -0.785       -0.361       -0.946       -0.511       -0.420       -0.689       -0.786        0.269       -2.122       10.217        6.523       23.136       18.741       -0.781       -0.718       -0.218       -0.516       -0.490       -0.086       -0.788       -0.366       -0.051        0.315
197408       -0.490       -0.384       -0.663       -0.505       -0.319       -0.744       -0.330       -0.425       -0.509       -0.777        0.126       -3.502        6.586        4.450       24.207       19.145       -0.763       -0.711       -0.424       -0.278       -0.295       -0.118       -0.510       -0.392       -0.105        0.805
197409       -0.659       -0.658       -0.932       -0.656       -0.570       -0.788       -0.643       -0.589       -0.770       -0.736       -0.098       -6.142        4.952        4.669       23.121       19.201       -0.744       -0.473       -0.622       -0.662       -0.424       -0.285       -0.669       -0.409       -0.489        0.449
197410       -1.217       -0.999       -1.102       -0.902       -0.666       -1.045       -0.021       -0.523       -1.064       -0.802       -0.154       -4.122        8.517        4.705       24.931       20.234       -0.662       -0.370       -0.703       -0.024       -0.434       -0.558       -0.702       -0.505       -0.186        0.799
197411       -1.009       -1.040       -0.994       -1.022       -0.558       -0.974        0.175       -0.577       -1.018       -0.756        0.006       -1.102        7.040        3.235       24.431       19.721       -0.550       -0.973       -0.979        0.144       -0.260       -0.642       -0.578       -0.591       -0.301        0.788
197412       -1.461       -1.023       -1.018       -0.939       -0.655       -1.050       -0.172       -0.439       -1.069       -0.789       -0.256       -0.288        7.245        2.710       20.199       14.901       -0.435       -0.600       -0.544       -0.169       -0.018       -0.616       -0.609       -0.438       -0.103        0.297
197501       -1.102       -0.553       -0.630       -0.460       -0.610       -0.768       -0.337       -0.715       -0.644       -0.367       -0.395        0.000        7.264        3.054       16.370       11.686       -0.304        0.010       -0.119       -0.281        0.039       -0.301       -0.409       -0.488       -0.504       -0.464
197502       -1.055       -0.849       -0.458       -0.671       -0.598       -0.875       -0.540       -0.501       -0.712       -0.506       -0.425       -0.049       12.582        4.346       15.713        9.620       -0.314        0.093        0.061       -0.487        0.149       -0.665       -0.119       -0.389        0.049       -1.016
197503       -0.287       -0.810       -0.746       -1.040       -0.497       -0.962       -0.740       -0.694       -0.727       -0.736       -0.356       -0.194       17.809        8.674       17.443       12.627       -0.342        0.196        0.264       -0.693       -0.260       -0.512       -0.422       -0.579       -0.213       -1.113
197504        0.011       -0.468       -0.811       -0.847       -0.506       -0.788       -0.545       -0.743       -0.555       -0.685       -0.381       -0.829       21.035       16.313       19.528       15.482       -0.417        0.555        0.420       -0.445       -0.407       -0.144       -0.624       -0.647        0.306       -0.554
197505       -0.783       -0.995       -0.969       -1.012       -0.534       -1.022       -0.526       -0.555       -0.961       -1.025       -0.213       -0.877       20.283       18.841       21.454       18.494       -0.493        0.770        0.495       -0.393       -0.445       -0.607       -0.571       -0.486        0.142       -0.706
197506       -1.260       -1.280       -1.236       -1.358       -0.613       -1.313       -0.112       -0.528       -1.260       -0.768        0.020       -1.705       13.736        8.137       20.002       17.200       -0.499       -0.039       -0.194       -0.096       -0.369       -0.786       -0.724       -0.432        0.430       -0.295
197507       -0.901       -1.080       -1.344       -1.276       -0.606       -1.250       -0.096       -0.148       -1.168       -0.565       -0.155       -2.332       10.597        7.250       21.892       18.446       -0.377       -0.299       -0.656       -0.085       -0.687       -0.543       -0.912       -0.258        0.387        0.042
197508       -0.973       -1.066       -1.597       -1.498       -0.683       -1.210       -0.157       -0.488       -1.272       -0.424       -0.285       -3.683        7.129        4.515       22.268       14.613       -0.288       -0.033       -0.453       -0.199       -0.900       -0.427       -1.171       -0.409       -0.319        0.195
197509       -1.554       -1.436       -1.930       -1.672       -1.007       -1.472       -0.104       -0.724       -1.649       -0.580       -0.410       -5.335        6.088        4.295       21.914       16.146       -0.400        0.843       -0.221       -0.153       -0.966       -0.664       -1.355       -0.444       -0.891        0.334
197510       -1.956       -1.590       -2.076       -1.787       -1.092       -1.631        0.038       -0.936       -1.828       -0.599       -0.463       -4.217        6.033        3.301       21.820       15.243       -0.493        0.276       -0.059        0.027       -0.910       -0.760       -1.440       -0.620       -0.974        0.116
197511       -2.252       -1.381       -1.956       -1.582       -0.948       -1.606       -0.513       -0.898       -1.709       -0.690       -0.500       -1.485        2.772        1.035       19.802       15.829       -0.377       -0.272       -0.099       -0.504       -0.739       -0.598       -1.403       -0.647       -0.460        0.703
197512       -1.912       -1.788       -2.032       -1.894       -0.922       -1.763       -0.677       -0.789       -1.901       -0.519       -0.639       -0.288        1.259        0.587       17.890       13.150       -0.395        0.284        0.197       -0.692       -0.695       -0.975       -1.317       -0.779        0.003        0.981
197601       -1.103       -1.897       -1.643       -2.016       -0.512       -1.819       -1.037       -0.872       -1.707       -0.381       -0.685        0.000        2.522        0.428       18.267       12.601       -0.383        0.444        0.230       -1.003       -0.706       -1.240       -0.884       -0.803       -0.079        0.674
197602       -0.591       -1.097       -1.198       -1.259       -0.685       -1.235       -0.697       -0.582       -1.083       -0.614       -0.584       -0.049        7.652        2.193       14.891        7.749       -0.447        0.551        0.312       -0.686       -0.454       -0.617       -0.759       -0.607        0.100        0.921
197603       -0.487       -0.626       -0.855       -0.781       -0.491       -0.979       -0.332       -0.695       -0.704       -0.976       -0.760       -0.243       17.380        6.133       16.975       10.444       -0.499        0.547        0.438       -0.359       -0.260       -0.284       -0.605       -0.672        0.123        1.041
197604        0.186       -0.554       -0.645       -0.825       -0.392       -0.896       -0.379       -0.620       -0.510       -0.770       -0.972       -1.800       22.514       18.807       19.209       13.819       -0.458        0.183        0.348       -0.386       -0.307       -0.296       -0.424       -0.506       -0.024        0.290
197605        0.769       -0.245       -0.599       -0.614       -0.426       -0.679       -0.342       -0.643       -0.278       -1.029       -0.840       -0.729       20.331       18.511       18.674       12.911       -0.563       -0.042        0.118       -0.390       -0.318       -0.005       -0.501       -0.431        0.058       -0.239
197606        1.390        0.444       -0.570       -0.245       -0.411       -0.237       -0.433       -0.263        0.135       -0.925       -1.021       -1.324       15.187       14.008       19.785       13.394       -0.532       -0.027        0.375       -0.474       -0.565        0.444       -0.570       -0.233        0.532       -0.545
197607        1.525        0.554       -0.540       -0.056       -0.425       -0.119       -1.759       -0.184        0.215       -0.723       -0.943       -2.534       12.120        8.923       20.243       13.570       -0.310       -1.117       -0.642       -1.758       -0.579        0.554       -0.540       -0.199        0.868       -0.508
197608        1.152        0.774       -0.468        0.143       -0.510        0.078       -0.480       -0.266        0.310       -0.185       -0.674       -3.134        9.110        5.607       23.077       14.441       -0.233       -2.631       -1.506       -0.554       -0.508        0.774       -0.468       -0.311        0.384       -0.218
197609        0.759        0.781       -0.390        0.290       -0.623        0.125       -0.540       -0.435        0.303       -0.170       -0.571       -3.263        9.547        6.167       21.667       13.368       -0.359       -1.620       -0.909       -0.557       -0.295        0.781       -0.390       -0.368       -0.031       -0.218
197610        0.434        0.927        0.092        0.787       -0.356        0.419       -0.798       -0.360        0.534       -0.160       -0.518       -0.896       11.985        6.549       23.706       20.294       -0.348       -1.362       -1.117       -0.710       -0.031        0.890       -0.279       -0.243       -0.164        0.066
197611        0.413        0.841        0.230        0.779       -0.234        0.389       -0.547       -0.392        0.546       -0.310       -0.596       -0.193        9.596        4.002       24.047       23.944       -0.426       -1.174       -1.188       -0.457        0.011        0.749       -0.106       -0.277       -0.126        0.224
197612        0.286        0.676       -0.139        0.520       -0.257        0.246       -0.512       -0.272        0.302       -0.643       -0.589       -0.192        8.756        1.423       21.384       21.996       -0.480       -0.947       -0.857       -0.430       -0.217        0.676       -0.139       -0.323        0.304       -0.926
197701        0.242        0.861       -0.010        0.763       -0.316        0.437       -0.570       -0.175        0.440       -0.465       -0.460        0.000       11.131        3.516       19.286       17.083       -0.382       -0.509       -0.720       -0.450       -0.134        0.861       -0.010       -0.190        0.188       -0.888
197702       -0.301        0.540       -0.046        0.380       -0.121        0.275       -0.648       -0.418        0.210       -0.532       -0.141       -0.049       13.425        5.387       18.109       18.447       -0.279       -0.541       -0.835       -0.533        0.009        0.540       -0.046       -0.420        0.031       -1.195
197703       -0.408        0.256       -0.105        0.234       -0.248        0.122       -0.547       -0.286        0.037       -0.335       -0.278       -0.145       20.973       13.968       17.578       14.976       -0.151       -0.545       -0.638       -0.475        0.131        0.256       -0.105       -0.345        0.194       -0.264
